shindhanchem,शिंधांचें
eeteehasant,इतीहासांत
ghatanaachakraamule,घटनाचक्रामुळे
maralyapaiki,मारल्यापैकी
vinobaanparyant,विनोबांपर्यंत
jivarasaayanashaastraacho,जीवरसायनशास्त्राचो
tabaahi,तबाही
aadeshaanvar,आदेशांवर
jayantiben,जयंतीबेन
ganpad,गणपद
namunehi,नमुनेही
kelyaray,केल्यारय
maganyaevajee,मागण्याएवजी
tarri,तर्री
kalankbhut,कलंकभूत
ramkrushnancha,रामकृष्णांचा
tuzyaabaddalache,तुझ्याबद्दलचे
kavitaanmadhali,कवितांमधली
aavaat,आवाट
aavarlyaavarach,आवरल्यावरच
japjintle,जपजींतले
akhanyasathi,आखण्यासाठी
aatebahini,आतेबहिणी
aatmaling,आत्मलिंग
pelvat,पेलवत
solventasachaa,सॉल्व्हेंटसचा
maaganent,मागणेंत
vishvala,विश्वला
thikaa,थिका
velihi,वेलीही
chaitanyanagar,चैतन्यनगर
ughadum,उघडूं
sabshidi,सबशिडी
belechi,बेळेची
jenel,जेनेल
zadaavyaa,झडाव्या
bhasmani,भस्मानी
nrutyapravasakarata,नृत्यप्रवासाकरता
generals,जनरल्स
dukhap,दुखप
pravaasaatil,प्रवासातील
paishaanchaahi,पैशांचाही
avhadche,आव्हाडचे
chiranjivaani,चिरंजिवांनी
vaiyaakaranaanni,वैयाकरणांनी
uchchichyaa,उच्चीच्या
isteteent,इस्टेटींत
barobardekhil,बरोबरदेखील
vidyutapuravathyaavar,विद्युतपुरवठ्यावर
oleetale,ओळीतले
vasudevbuvancha,वासुदेवबुवांचा
nirmitiprat,निर्मितीप्रत
epalane,एपलने
hapaapalele,हपापलेले
moghalkalin,मोघलकालीन
uttarpradeshachaa,उत्तरप्रदेशचा
railwaystationchya,रेल्वेस्टेशनच्या
gollnnukent,घोळणुकेंत
punarsankraman,पुनर्संक्रमण
kamalanand,कमलानंद
anilsah,अनिलसह
nyutanalaahee,न्यूटनलाही
fulechyaa,फुलेच्या
vishvakoshasarkhe,विश्वकोशासारखे
pustakdharini,पुस्तकधारींनी
deshbhokt,देशभक्त
barpavalik,बारपावळीक
shodhatunach,शोधातूनच
muridam,मुरीदां
chaturbhuj,चतुर्भुज
vangyanchi,वांग्यांची
mushkilome,मुश्किलोंमे
kavyaprasavabadha,काव्यप्रसवबाधा
tamrapatapramane,ताम्रपटाप्रमाणे
twenteetalee,ट्वेन्टीतली
samajvisheshatlya,समाजविशेषातल्या
misturaad,मिस्तुराद
khetech,खेतेच
shantipeksha,शांतीपेक्षा
naklyaa,नकल्या
koteet,कोटीत
shimpadayatat,शिंपडायतात
nestoraputra,नेस्टॉरपुत्र
dongarwadi,डोंगरवाडी
nyaache,न्याचे
shijavaleli,शिजवलेली
pathshalechi,पाठशाळेची
desheelach,देशीलच
rulaanvarach,रुळांवरच
managataatali,मनगटातली
patrakaariten,पत्रकारीतेन
jesibivaleani,जेसीबीवाल्यांनी
lagnagaavi,लग्नगावी
pavnebarachi,पावणेबाराची
femilitali,फॅमिलीतली
fileepeensamadhye,फिलीपीन्समध्ये
maypaas,मयपास
jantaahi,जनताही
bangalantlea,बंगालांतल्या
kapdatun,कापडातून
tatvadnyanala,तत्वज्ञानाला
navvadichya,नव्वदीच्या
shatshabdakathechaa,शतशब्दकथेचा
sulakyavarasuddha,सुळक्यावरसुद्धा
everytheeng,एवरीथींग
diggajachya,दिग्गजाच्या
kogool,कोगूळ
usalanyaas,उसळण्यास
vyaptivishim,व्याप्तीविशीं
shiryala,शिर्याला
navmalika,नवमालिका
daarache,दारचे
dronescha,ड्रोन्सचा
janmasthana,जन्मस्थाना
vyavasayikana,व्यावसायिकाना
editingamadhye,एडिटिंगमध्ये
jamindost,जमिनदोस्त
diplomachihi,डिप्लोमाचीही
shreeshankaraanche,श्रीशंकरांचे
angikaarlelaa,अंगिकारलेला
chaayanaasaathichyaa,चायनासाठीच्या
concherto,कॉन्चेर्टो
mrunalina,मृणालिना
visarjanaat,विसर्जनात
udharipeksha,उधारीपेक्षा
girnnivala,गिरणीवाला
bayila,बायिला
vishvaroopadarshanaache,विश्वरूपदर्शनाचे
dhokeshwarachyaa,ढोकेश्वरच्या
piratichya,पिरतीच्या
mullanchi,मुळांची
chitranaatun,चित्रणातून
dyevadyev,द्येवद्येव
tharailyat,थारायल्यात
kruxnajin,कृष्णाजीन
sanvidhanavixi,संविधानाविशीं
cardozo,कार्डोजो
khurchyaanvarati,खुर्च्यांवरती
papbhanga,पापभंगा
parivahanseva,परिवहनसेवा
janasagarala,जनसागराला
tapaavishim,तपाविशीं
thambavanyaadhich,थांबवण्याआधीच
tantumadhye,तंतूमध्ये
mhanude,म्हणुदे
vruttapatrech,वृत्तपत्रेच
patkaranyacham,पत्करण्याचं
jeevanastar,जीवनस्तर
taktyaa,तक्त्या
vaghobasuddha,वाघोबासुद्धा
duragrahachi,दुराग्रहाची
pretsaahan,प्रेत्साहन
resipiche,रेसिपीचे
pusanyaatach,पुसण्यातच
surakshekadehi,सुरक्षेकडेही
garbhadhaaranesaathee,गर्भधारणेसाठी
shaporyala,शापोर्याला
dhangarvastikade,धनगरवस्तीकडे
kabaripaiki,कबरीपैकी
rukshapane,रुक्षपणे
pasandaa,पसंदा
tehalka,तेहलका
faarikhapan,फारिखपण
povaar,पोवार
sharebaazaarah,शेअरबाजारः
khabo,खबो
chainaa,चैना
aakaaraavarun,आकारावरुन
bundem,बुंदें
chatryaanmadhe,छत्र्यांमधे
bharavahakancha,भारवाहकांचा
antarraashtreey,अंतर्राष्ट्रीय
chakarache,चाकराचे
purvisarkhya,पूर्वीसारख्या
flintofchaa,फ्लिंटॉफचा
sudharakache,सुधारकाचे
doshapasoon,दोषापसुन
bandharyachya,बंधार्याच्या
savantvadishivay,सावंतवाडीशिवाय
vaparyache,वापर्याचे
tayaache,तयाचे
handglovhaj,हँडग्लोव्हज
sulfur,सल्फर
srujanaavar,सृजनावर
utkshipto,उत्क्षिप्तो
kudyachya,कुड्याच्या
danyala,दाण्याला
drushtikonaat,दृष्टिकोणात
harvanyavar,हरवण्यावर
pikalich,पिकलीच
rinnkaree,रीणकारी
makulya,माकुल्या
mahabaleshwarat,महाबलेश्वरात
firakaayachan,फिरकायचं
zendevaale,झेंडेवाले
lalyet,लालयेत
bhikkunchi,भिक्कूंची
vidambuni,विडंबुनी
vachanaryane,वाचणाऱ्याने
bharvichya,भारवीच्या
purushaansaatheech,पुरुषांसाठीच
abhyaakramaanchim,अभ्याक्रमांचीं
vindeejakade,विंडीजकडे
traceability,ट्रेसिबिलिटी
baluchistaanaateel,बलुचिस्तानातील
tashyaahi,तश्याही
upshakun,अपशकून
shipig,शिपिग
aasallyaank,आसलल्यांक
farasbandikhalchya,फरसबंदीखालच्या
kontravapache,कोंत्रावपाचे
nirbandhaanche,निर्बंधांचे
prasthapana,प्रस्थापना
sinn,सिन्
lokahitaache,लोकहिताचे
chakkaachur,चक्काचुर
bhaakitaa,भाकिता
tukdesudha,तुकडेसुद्धा
paahijeli,पाहिजेली
paddatintalyaa,पद्दतींतल्या
sathidaranche,साथीदारांचे
balasthaaneh,बलस्थानेः
satyaane,सत्याने
dalitsamaaj,दलितसमाज
panchayativar,पंचायतीवर
chatryaanaa,छत्र्यांना
javaljavalachyaa,जवळजवळच्या
kankaraalyaachyaa,कंकराळ्याच्या
yatrechyaveli,यात्रेच्यावेळी
vakyanchahi,वाक्यांचाही
notaabandidarmyaan,नोटाबंदीदरम्यान
dehpide,देहपीडे
bhaasobat,भासोबत
