namdharirao,নামধারীরাও
adrishtalikhan,অদৃষ্টলিখন
lipijukto,লিপিযুক্ত
mokamghat,মোকামঘাট
scraping,স্ক্র্যাপিং
bijoyone,বিজয়নে
shaantipriy,শান্তিপ্রিয়
cudron,কুড্রোন
leagprarthy,লীগপ্রার্থী
doddavuvalli,দোদ্দাভুভাল্লি
devender,দেবেন্দর
istadi,ইস্তাদি
marsike,মার্সিকে
prasongikotar,প্রাসঙ্গিকতার
kudankulam,কুদনকুলম
cruzeiro,ক্রুজেইরোর
thakleiba,থাকলেইবা
shookrobarke,শুক্রবারকে
rakibra,রাকিবরা
mathere,ম্যাথারে
muhurater,মুহুরতের
cinpa,সিআইএনপিএ
jeenototter,জীনতত্ত্বের
betfol,বেতফল
marcelore,মার্সেলোর
pustin,পুস্তিন
funshuk,ফুনশুক
mohaler,মোহালের
khadam,খাদম
pabki,পাবকী
biyeporoborti,বিয়েপরবর্তী
jomirun,জমিরুন
shashwatidebir,শাশ্বতীদেবীর
grohonyogyata,গ্রহনযোগ্যতা
accelerometer,অ্যাকসিলরোমিটার
seki,সাইকি
sidkar,সিদকার
lanzuke,লানজুকে
optrende,অপট্রেন্ডে
keramatnama,কেরামতনামা
bishamkam,বিষমকাম
bachchadutike,বাচ্চাদুটিকে
gteborg,গোটেবোর্গ
chas,চ্যাস
newtent,নিউটেন্ট
presbury,প্রেসবুরির
talwinder,তলবিন্দর
ranakoushaler,রনকৌশলের
kornater,কর্ণাটের
dhongstupe,ধ্বংস্তূপে
sangkatpurna,সংকটপূর্ণ
kharegar,খড়েগর
utpala,উৎপলা
anodized,আনোডাইজড
orthath,অর্থাত
gashchoibo,গাশ্চৈব
azharuddinke,আজাহারউদ্দিনকে
sahler,সাহলার
medgate,মেডগেট
biswasghatino,বিশ্বাসঘাতিনো
abagyarthe,অবজ্ঞার্থে
valdadu,ভালদাদু
dhoibote,ধৈবতে
rabbig,রাব্বিগ
busketser,বুস্কেটসের
dakochhe,ডাকচ্ছে
taizel,তাইজেল
bongshobhede,বংশভেদে
jakartabasira,জাকার্তাবাসীরা
choplake,চপলাকে
bicharbuddhite,বিচারবুদ্ধিতে
ankhilor,আঁখিলোর
shurphace,সারফেস
badura,বাদুরা
khumbarder,খুম্বরদের
sakkhirao,সাক্ষীরাও
plantatione,প্লান্টেশনে
rashidkei,রশিদকেই
merc,মার্ক
protideshe,প্রতিদেশে
surjagni,সূর্যাগ্নি
fitasaha,ফিতাসহ
jigneshkei,জিগনেশকেই
rashiduzzaman,রাশিদুজ্জামান
jennifers,জেনিফার্স
abhinishikto,অভিনিষিক্ত
dugongtike,দুগংটিকে
bosoter,বসতের
kheloarke,খেলোয়ারকে
sabujghera,সবুজঘেরা
rangalibajna,রাঙ্গালিবাজনা
boll,বোল
rakhaldaser,রাখালদাসের
gonofronter,গণফ্রন্টের
niraharo,নিরাহারো
amitkumarbabu,অমিতকুমারবাবু
gothels,গোথেলস
banshaparichaya,বংশপরিচয়
kokhon,কখন
muhorike,মুহরীকে
motsyokortader,মৎস্যকর্তাদের
sinchita,সিঞ্চিতা
illiminator,ইলিমিনেটর
billuke,বিল্লুকে
khagendrababur,খগেন্দ্রবাবুর
kemar,কোমার
tainga,টাইংগা
sahityasangskriti,সাহিত্যসংস্কৃতি
parsindurpur,পারসিন্দুরপুর
swalposankhyaki,স্বল্পসংখ্যকই
cauda,কৌদা
dusangbad,দুসংবাদ
bobade,বোবাদে
vijesinghe,ভিজেসিংহে
savanne,সাভান্নি
ekshabdo,একশব্দ
sathejogsutro,সাথেযোগসূত্র
shlogantai,শ্লোগানটাই
balbantsinh,বলবন্তসিং
dengjangpa,ডেংজংপা
diadi,ড্যাডি
speedbreakerguly,স্পিডব্রেকারগুলি
standbody,স্ট্যান্ডবডি
buraner,বুরানের
adcp,এডিসিপি
maxistand,ম্যাক্সিস্ট্যান্ড
kyandite,ক্যান্ডিতে
heartburner,হার্টবার্নের
jiujian,জিউজিয়ান
rakhabo,রাখাবো
kathamela,কথামেলা
gaganvidari,গগনবিদারি
udogotibiggan,উদগতিবিজ্ঞান
nobodigonte,নবদিগন্তে
rinograhokra,ঋণগ্রাহকরা
cavalier,ক্যাভালিয়ার
coir,কয়ার
tothyaguloke,তথ্যগুলোকে
sungard,সানগার্ড
bhikhirinir,ভিখিরিনীর
nuzhatun,নুজহাতুন
kamchetna,কামচেতনা
rivjir,রিভজীর
kholaman,খোলামন
shikkhaniketoner,শিক্ষানিকেতনের
mujhome,মুঝমে
ekakari,একাকারই
shiliguribasi,শিলিগুড়িবাসী
todatte,তদাত্বে
chhamiuler,ছামিউলের
eproshnero,এপ্রশ্নেরও
mananshakti,মননশক্তি
bondonai,বন্দনায়
bushehre,বুশেহরে
susomaptir,সুসমাপ্তির
khaddopojogikaran,খাদ্যোপযোগীকরণ
gemnirmatara,গেমনির্মাতারা
madhyomeke,মাধ্যমেকে
movilizandonos,মোভিলাইজানদোনস
prpd,পিআরপিডি
jantradi,যন্ত্রাদী
rupalidevi,রূপালিদেবী
gurugram,গুরুগ্রাম
indexer,ইনডেক্সের
swastikadi,স্বস্তিকাদি
bosontei,বসন্তেই
chapia,চাপিয়া
hobbodatake,হব্যদাতাকে
kafilauddiner,কফিলউদ্দিনের
kormobibhage,কর্মবিভাগে
chhiddek,ছিদ্দেক
khotogristodore,ক্ষতগ্রিস্তদরে
songrohotite,সংগ্রহটিতে
binikkhipya,বিনিক্ষিপ্য
pimpley,পিম্পলে
khairgao,খাইরগাও
iiab,আইআইএবি
jaano,যানো
borhibishwer,বর্হিবিশ্বের
hasikhushi,হাসিখুশী
karunanagar,করুনানগরের
sandhebel,সন্ধেবেল
doridrotomra,দরিদ্রতমরা
uttejanar,উত্তেজনার
mentener,মেনটেনের
muthiah,মুথাইয়া
baltbox,ব্যালটবক্স
swagole,স্বগলে
maniyari,মানিয়ারি
zillullah,জিলুল্লাহ
panthojoner,পান্থজনের
tunada,টুনাদা
federations,ফেডারেশনসহ
sahejogi,সহেযোগী
bruneian,ব্রুনাইয়
shibpurite,শিবপুরিতে
manaiah,মানাইয়া
dabeedar,দাবিদার
bartabohe,বার্তাবহে
ranvijaypur,রণবিজয়পুর
sahijan,সহিজান
gavaskare,গাভাসকারে
dinantare,দিনান্তরে
compasse,কম্পাসে
chinbasir,চীনবাসীর
atmoseba,আত্মসেবা
bouygues,বোইগিউস
madhyamadi,মধ্যমাদি
honours,অনার্স
sanjojankarasaha,সংযোজনকরাসহ
lailatul,লাইলাতুল
sulikhitoi,সুলিখিতই
masking,মাসকিং
bhatabhogigan,ভাতাভোগীগণ
identical,আইডেনটিক্যাল
brucelles,ব্রুসেলস
teorihat,তেওরীহাট
sichibar,সিচিবার
rashtrobhoktoder,রাষ্ট্রভক্তদের
bodio,বোদিও
cartvright,কার্টরাইট
overhatting,ওভারহ্যাটিং
bhadnagar,ভদনগর
sufibadi,সুফিবাদি
nimisher,নিমিশের
rundi,রুন্ডি
ramanite,রমণীতে
smritikargon,স্মৃতিকারগণ
probon,প্রবন
rajnititwe,রাজনীতিত্বে
aporonkarira,অপরণকারীরা
lucchami,লুচ্চামি
deeniat,দীনিয়াত
venki,ভেনকি
atrilero,এট্রিলেরো
abilene,অ্যাবিলেন
pishachguloke,পিশাচগুলোকে
loanke,লোয়ানকে
ammanvittik,আম্মানভিত্তিক
clinically,ক্লিনিকালি
vorster,ভোর্সটার
jaspirt,জসপ্রিত
upomanrupe,উপমানরূপে
codebage,কোডবেজ
newgir,নিউগির
planeo,প্ল্যানেও
rachanakari,রচনাকারি
constablera,কনস্টেবলরা
hindalcore,হিন্ডালকোর
breakers,ব্রেকার্স
rupacharchateo,রুপচর্চাতেও
pakataner,পাকাতানের
haratam,হারাতাম
chhaberir,ছাবেরীর
beshidir,বেশিদির
skiing,স্কিংএর
dhritosyo,ধৃতস্য
thakurkathi,ঠাকুরকাঠি
crocouch,ক্রকচ
kanchamalbahi,কাঁচামালবাহি
mithilao,মিথিলাও
jackpoter,জ্যাকপটের
bibornita,বিবর্ণিতা
bahadarabad,বাহাদারাবাদ
mensa,মেনসা
swamijiro,স্বামীজিরও
jabore,যাবরে
lollen,ললেন
parulmagir,পারুলমাগীর
rostorati,রোস্তোরাটি
mardane,মার্দানে
southkhalibasir,সাউথখালীবাসীর
takachchilen,তাকাচ্ছিলেন
indiragandhike,ইন্দিরাগান্ধীকে
khasira,খাসিরা
dengibahi,ডেঙ্গিবাহী
genusis,জেনুসিস
mechez,মেচেজ
saizuddin,সাইজুদ্দিন
bhagabatibazar,ভগবতীবাজার
lagtechilo,লাগতেছিলো
oberkommando,ওবারকমান্ডো
shrabantikeo,শ্রাবন্তীকেও
onecotic,ওনেকোটিক
dingulokeo,দিনগুলোকেও
puriro,পুরীরও
poddhopakhir,পদ্ধপাখির
gechhos,গেছস
mahek,মাহেক
bishna,বিষ্ণা
narike,নারিকে
dotlasman,দোতলাসমান
lengchaite,লেংচাইতে
jobtake,জবটাকে
hiltol,হিলটল
bibhadevir,বিভাদেবীর
bibhagkalin,বিভাগকালীন
kunah,কুনাহ
benallah,বেনাল্লা
achibe,আচিবে
subidhamatan,সুবিধামতন
boliro,বলিরও
technological,টেকনলজিক্যাল
kaorir,কাওরির
anjanakeo,অঞ্জনাকেও
shroutosutro,শ্রৌতসূত্র
panarhat,পানারহাট
timbal,টিম্বাল
dhormoshalagulite,ধর্মশালাগুলিতে
mohasottoke,মহাসত্বকে
kusong,কুসং
tejasguli,তেজসগুলি
yatayatkarider,যাতায়াতকারীদের
bhishna,ভীষ্ণ
susongjoto,সুসংযত
