chainij,चाइनिज
sajuka,सँझुका
nosakaeneek,नोसकेनीक
rakhaybali,राखयबाली
baidyanatho,बैद्यनाथो
mithesbh,मिठाईसभ
tarafson,तरफसँ
mahinamesan,महिनामेसँ
banrai,बनराइ
cheenardevi,छीनरदेवी
alexandaer,एलेक्जेन्डर
satighat,सतीघाट
yashtimadhu,यष्टिमधु
kotila,कोटिला
afail,अफैल
sangatkaron,संगतकारों
japait,जपैत
adhikareeganak,अधिकारीगणक
kowrak,कौरक
punmant,पुनमन्त
satrahsan,सत्रहसँ
sammanon,सम्मानों
netball,नेटबल
khelasan,खेलासँ
dagane,दगने
mourisas,मौरिसस
saanghutar,साँघुटार
bamya,बाँया
bahaab,बहाब
naamukin,नामुकिन
sippeeken,सिप्पीकें
shrenihkriket,श्रेणीःक्रिकेट
mantranaath,मंत्रनाथ
narayanenoktan,नारायणेनोक्तं
julaake,जुलाके
mahaendrachala,महेन्द्राचल
khorirodarpur,खोरिरोदरपुर
manakha,मांखा
mahanirdeshnalayak,महानिर्देशनालयक
iguaaku,इगुआकु
nirmataloknik,निर्मातालोकनिक
madnanandas,मदनानन्दस
sanghame,संघमे
tarakkik,तरक्कीक
kaunain,कौनैन
budhiyaa,बुधिया
chhalime,छालीमे
baijuk,बैजुक
bratbandhak,ब्रतबन्धक
awasthijik,अवस्थीजीक
matrimandal,मन्त्रिमण्डल
lagaibte,लगैबते
dou,दो
maghurapatiyah,मघुरापतियः
shikshavid,शिक्षाविद
adhikawadi,अधिकावादी
jhamakta,झमकता
chaturvaahun,चतुर्वाहुं
rasmo,रस्मो
ghantal,घंटल
palhee,पाल्ही
chuniel,चुनिएल
sahlabay,सहलाबय
manjay,मंजय
kinnauh,किन्नौह
fusfusaahten,फुसफुसाहटेँ
aashakt,आशक्त
aaos,आओस
dinhuko,दिन्हुको
anharokheme,अन्हरोखेमे
prastokaa,प्रस्टोका
echpeedee,एचपीडी
gooitone,गूइत्तोने
vaaren,वारेन
sardu,सर्दु
chandrahadatt,चन्द्रहदत्त
hatyasan,हत्यासँ
doaari,दोआरि
graanma,ग्रान्मा
purankalin,पुराणकालीन
parposhee,परपोषी
gilee,गिली
shrikedarnath,श्रीकेदारनाथ
tasu,तसु
sannidhime,सन्निधिमे
sanikay,सानिकय
mitrabhed,मित्रभेद
ysaavi,यसावी
ekahita,एकहिटा
singiyaa,सिंगिया
yuvavargme,युवावर्गमे
nagarsbhmae,नगरसभामे
gabheer,गभीर
chamatkritya,चामत्कृत्य
pachhadi,पछाड़ि
rangolyk,रङ्गोलीक
niyate,नियते
poorvashrit,पूर्वाश्रित
chiraradhitam,चिराराधितम्
blaeyark,ब्लेयरक
vishnulok,विष्णुलोक
kitho,किठो
ekikaran,एकिकरण
bhairabh,भैरभ
sanyuktroopme,संयुक्तरूपमे
nikaalalak,निकाललक
samacharken,समाचारकें
sahakaaryale,सहकार्यले
jayanteeke,जयन्तीके
myanme,म्यानमे
rinual,रिनुअल
dhipbaile,धिपबैले
harupati,हरुपति
sardbarf,सर्दबर्फ
jaykrishnapah,जयकृष्णपः
kaspiyan,कास्पियन
dinanandan,दीनानन्दन
rakfelar,रकफेलर
samudayale,समुदायले
byandwidth,ब्याण्डविड्थ
kumalgaaun,कुमालगाउँ
paanchon,पाँचों
chhajjisabhken,छज्जीसभकेँ
devirupi,देवीरूपी
aagiyosan,आगियोसँ
ribharalyand,रिभरल्याण्ड
rangelisan,रङ्गेलीसँ
chhalfal,छलफल
bansar,बन्सार
dardsam,दर्दसँ
kaamkarm,कामकर्म
dasbise,दसबिसे
basnyatko,बस्न्यातको
ehikaran,एहिकारण
samriddi,समृद्दि
rahniharo,रहनिहारो
mithilastariya,मिथिलास्तरीय
chidakash,चिदाकाश
visheshtayen,विशेषताएं
maerathmae,मेरठमे
viaaho,विआहो
dooniyama,दुनियामा
kavyalankarsootra,काव्यालङ्कारसूत्र
haatsan,हाटसँ
chhunja,चुँजा
anupmohan,अनुपमोहन
sindhiyaa,सिन्धिया
asiako,एसियाको
anharaune,अन्हरौने
aayuqtak,आयुक्तक
abhinandangranthme,अभिनन्दनग्रन्थमे
aambaidkar,आम्बेडकर
addaka,अड्डाक
shreedattah,श्रीदत्ताः
milaaungi,मिलाऊँगी
sheikhchilli,शेखचिल्ली
haileeped,हैलीपेड
pranavnaad,प्रणवनाद
mithilanreshke,मिथिलानरेशके
abhibhawakgan,अभिभावकगण
sirijak,सिरिजक
puchharoo,पुछारू
bheemsaendvara,भीमसेनद्वारा
ashokbardhan,अशोकबर्धन
mukhdev,मुखदेव
virodhswarah,विरोधस्वरः
taknahiyo,तकनहियो
maisurek,मैसूरक
sutonarahari,सुतोनरहरि
anjuree,अंजुरी
dhnurvidyaame,धनुर्विद्यामे
rajyaharu,राज्यहरु
banhait,बन्हाइत
khandeshwar,खण्डेश्वर
kahaliyein,कहलियैन
shuruaatk,शुरुआतक
gununga,गुनुंग
yujine,यूजीने
rajnigandha,रजनीगंधा
ekatwak,एकत्वक
oopkaransabh,उपकरणसभ
natedaron,नातेदारों
elistiyar,एलिस्टियर
reg,रेग
supadi,सुपाड़ी
daevalsabhak,देवलसभक
banabee,बनाबी
vishwasambhadar,विश्वसम्भदर
pashchaat,पशचात
afro,अफ्रो
kavyagoshthik,काव्यगोष्ठीक
tenjing,तेन्जिंग
dalkae,दलकें
rajistar,रजिस्टर
aurtical,ऑर्टिकल
genghis,जंगेज
onghayal,ओंघायल
pasaraie,पसारैए
nivritti,निवृत्ति
karabaakha,काराबाख़
vishvaasken,विश्वासकें
aagatashch,आगतश्च
daruome,दारूओमे
arthtantrak,अर्थतंत्रक
vishweushwa,विश्वेउश्व
karaebaame,करएबामे
timtim,टिमटिम
shambhush,शम्भुष
khozme,खोजमे
juyala,जुयाल
parlathi,परलथि
nimittkaarne,निमित्तकारणे
leyel,लेएल
hatpar,हाटपर
foolsan,फूलसँ
avbhasit,अवभासित
wadkaadiyale,वडकादियाले
laitau,लैतौ
muraliyek,मुरलियेक
vidhadh,विड़ाड़
lachakabait,लचकबैत
nyutronme,न्युट्रोनमे
dhru,ध्रु
sahaytasa,सहायतासँ
angoothakar,अंगूठाकार
mugalsabhak,मुगलसभक
viyogakean,वियोगकेँ
swabhavjanya,स्वभावजन्य
hridaysam,हृदयसँ
lagaulkhinh,लगौलखिन्ह
nachsabh,नाचसभ
kathyaken,कथ्यकेँ
ghooskhoron,घूसखोरों
francesan,फ्रान्ससँ
jagarnaa,जगरना
bhulyata,बहुल्यता
seemanak,सीमानक
bheyawan,भेयावन
ramnavamik,रामनवमीक
banaar,बनार
harigang,हरिगंग
gumaune,गुमाउने
aprochak,अप्रोचक
janjouha,जनजौहा
anguttarap,अंगुत्तरप
bhagbait,भगबैत
pragyakarapatyal,प्रज्ञाकरापत्यल
nisaaro,निसारो
jansamudayke,जनसमुदायके
maripit,मारिपिट
shaskta,शसक्त
karawalaker,करऽवालाकेर
koshiliaak,कोशिलिआक
irinjalkuda,इरिन्जलकुडा
muhurat,मुहुरत
ramdevprasad,रामदेवप्रसाद
ghoorathi,घूरथि
upnishadsabhme,उपनिषदसभमे
jayabai,जयबै
lobee,लोबी
banskatti,बंसकट्टी
tavars,टावर्स
bengashivpur,बेंगाशिवपुर
manavken,मानवकेँ
kalaiya,कलैया
jameba,जमेबा
dillieke,दिल्लीके
atishya,अतिश्य
shrimadbhavadgita,श्रीमद्भवद्गीता
bhujagabhog,भुजगभोग
vasishthji,वसिष्ठजी
ratanpadarath,रतनपदारथ
trinke,तृणके
somwaareevrtkathaa,सोमवारीव्रतकथा
dekhbasan,देखबासँ
granthshilpee,ग्रन्थशिल्पी
dowgait,दौगैत
ucchrinkhal,उच्छृंखल
shreedhara,श्रीधरा
dokhwa,दोखवा
digambor,दिगम्बोर
agutael,अगुताएल
shindar,शिन्दर
raniganj,रानीगंज
bhelchhani,भेलछनि
kafuloo,काफुलू
tibbets,टिब्बेट्स
parwala,पड़वाला
yuvasabhk,युवासभक
kaihari,कैहरि
roulpa,रोल्पा
mehrak,मेहराक
filmke,फ़िल्मके
brahyaajeek,ब्रह्याजीक
neese,नीसे
shikharmae,शिखरमे
golaap,गोलाप
kaajdhaaj,काजधाज
pardharm,परधर्म
khaash,खाश
kashiyeta,काशियेटा
bitiyaayal,बिटियायल
konsek,कोन्सेक
khetradhkarasabh,क्षेत्राधिकारसभ
alakshmih,अलक्ष्मीः
chaudharikant,चौधरीकांत
umraiet,उमरैत
sanie,सानि
kalhiaadhunik,काल्हिआधुनिक
anjoolee,अंजुली
sarwaswar,सर्वस्वर
moortidata,मूर्तिदाता
chhipiya,छिपिया
bhenau,भेनौ
airprint,एयरप्रिंट
ayodhyacand,अयोध्याकाण्ड
fasilken,फसिलकेँ
boatling,बोटलिंग
cinemascope,सिनेमास्कोप
rajagopalan,राजगोपालन
balyenwasthasan,बाल्येनवस्थासँ
franj,फ्रान्ज
pathasya,पाठस्य
yuktiyon,युक्तियों
chandratsherwar,चन्द्रतशेरवर
sanskaranmein,सन्स्करणमे
pakistanle,पाकिस्तानले
taanan,तानन
alisson,अलिस्सोन
tarachand,ताराचंद
santitinih,सन्तितिनिः
arresting,अरेस्टिंग
dristykoune,दृष्टिकोणे
ritaelaka,रिटेलक
yudhyamano,युध्यमानो
teerthalaysan,तीर्थालयसँ
salilaishch,सलिलैश्च
patiaani,पतिआनी
