natiji,ਨਤੀਜੀ
troponema,ਟਰੋਪੋਨੇਮਾ
langasak,ਲੰਗਾਸਕ
teriaan,ਤੇਰਿਆਂ
ralivar,ਰਲੀਵਰ
bamlike,ਬਾਮਲੀਕੇ
camelet,ਕੈਮਲੈਟ
khatole,ਖਟੋਲੇ
grockting,ਗ੍ਰੋਕਟਿੰਗ
fazlur,ਫਜ਼ਲੁਰ
kalhant,ਕਲਹੰਤ
starhvin,ਸਤਾਰ੍ਹਵੀਂ
line,ਲਾਇਨ
curd,ਕਰਡ
affilates,ਅਫ਼ੀਲੇਟਸ
ecosystem,ਇਕੋਸਿਸਟਮ
faridkoti,ਫਰੀਦਕੋਟੀ
brucillosis,ਬਰੂਸਿਲੋਸਿਸ
unjustified,ਅਣਜਸਟੀਫਾਈਡ
kuiye,ਕੁਈਏ
chapnon,ਛਪਣੋਂ
dematerialized,ਡੀਮੈਟੀਰੀਅਲਾਈਜ਼ਡ
shahnawaj,ਸ਼ਾਹਨਵਾਜ
ubale,ਉਬਲੇ
gajnafar,ਗਜਨਫਰ
condenser,ਕੰਡੈਂਸਰ
guljarpur,ਗੁਲਜਾਰਪੁਰ
sarosh,ਸਰੋਸ਼
gujriaan,ਗੁਜਰਿਆਂ
sydlik,ਸਿਡਲਿਕ
gentamycin,ਜੈਨਟਾਮਾਈਸੀਨ
clustrol,ਕਲੱਸਟਰੋਲ
umifannivir,ਉਮੀਫੈਨੀਵਿਰ
prabhavit,ਪ੍ਰਭਾਵਿਤ
waiyered,ਵਾਇਰਡ
muhansiaan,ਮੁਹਾਂਸਿਆਂ
aushdhiaan,ਔਸ਼ਧੀਆਂ
hilliaan,ਹਿੱਲੀਆਂ
dhussi,ਧੁੱਸੀ
kinsey,ਕਿੰਸੇ
nachiket,ਨਚੀਕੇਤ
bebhrosti,ਬੇਭਰੋਸਤੀ
portgage,ਪੋਰਟਗੇਜ
lodhipuria,ਲੋਧੀਪੂਰੀਆ
libra,ਲਿਬੜਾ
asbox,ਐਸਬੌਕਸ
campable,ਕੈਂਪੇਬਲ
medlands,ਮੇਡਲੈਂਡਸ
bakhas,ਬਖਸ
jatandeep,ਜਤਨਦੀਪ
zosims,ਜ਼ੋਸਿਮਸ
fattewal,ਫੱਤੇਵਾਲ
bariviri,ਬਰੀਵੀਰੀ
nabil,ਨਾਬੀਲ
shivinder,ਸ਼ਿਵਿੰਦਰ
nirotampur,ਨਿਰੋਤਮਪੁਰ
pittbull,ਪਿੱਟਬੁੱਲ
kanjarkhana,ਕੰਜਰਖਾਨਾ
nichnai,ਨਿਚਨਾਈ
baazarikaran,ਬਾਜ਼ਾਰੀਕਰਨ
kurdat,ਕੁਰਦਤ
thakhi,ਥੱਖੀ
sandade,ਸੰਦੜੇ
collard,ਕੌਲਰਡ
lagaude,ਲਗਾਉਦੇ
printern,ਪ੍ਰਿੰਟਰਨ
langete,ਲੰਗੇਟੇ
bakhtavar,ਬਖਤਾਵਰ
pilaaie,ਪਿਲਾਈਏ
sunishan,ਸੁਨਿਸ਼ਨ
psbs,ਪੀਐੱਸਬੀਜ਼
homemaking,ਹੋਮਮੇਕਿੰਗ
mobabil,ਮੋਬਾਬਿਲ
srimathi,ਸ੍ਰੀਮਾਥੀ
kalavkam,ਕਲਾਵਕਾਮ
rintala,ਰਿੰਟਾਲਾ
alampreet,ਆਲਮਪ੍ਰੀਤ
cosmaetik,ਕਾਸਮੈਟਿਕ
sanks,ਸੈਂਕਸ
tugalak,ਤੁਗ਼ਲਕ
vakhrende,ਵੱਖਰੇਂਦੇ
lakkadmandi,ਲੱਕੜਮੰਡੀ
jahaje,ਜਹਾਜੇ
artitus,ਆਰਟਿਟਸ
rubega,ਰੁਬੇਗਾ
chahla,ਚਾਹਲਾ
hethvi,ਹੇਠਵੀ
carobrar,ਕਾਰੋਬਰਾਰ
shejwalkar,ਸ਼ੇਜਵਲਕਰ
garamendi,ਗਾਰਾਮੇਂਡੀ
touching,ਟਚਿੰਗ
bharsa,ਭਰਸਾ
kunjee,ਕੁੰਜੀ
naksaliaan,ਨਕਸਲਿਆਂ
rakhvaunge,ਰਖਵਾਉਣਗੇ
vilta,ਵਿਲਟਾ
izaz,ਇਜ਼ਾਜ਼
morangi,ਮੋਰੰਗੀ
merble,ਮਰਬਲ
eclipse,ਐਕਲਿਪਸ
mahandinan,ਮਹਾਂਦੀਨਾਂ
mukkia,ਮੁੱਕਿਆ
rarti,ਰਾਰਟੀ
chaunviaan,ਚੌਣਵੀਆਂ
azorhizobium,ਐਜ਼ੋਰਾਇਜ਼ੋਬੀਅਮ
murtaj,ਮੁਰਤਜ
tejmeet,ਤੇਜਮੀਤ
spacel,ਸਪੇਸਲ
marthulan,ਮਾਰਥੂਲਾਂ
elabing,ਇਲੈਬਿੰਗ
arcological,ਆਰਕੋਲੋਜੀਕਲ
glavina,ਗਲਾਵੀਨਾ
encephalopathy,ਇੰਸੇਫੈਲੋਪੈਥੀ
harvester,ਹਾਰਵੇਸਟਰ
majdiwal,ਮਜਦੀਵਾਲ
eoin,ਇਓਇਨ
secondhand,ਸੈਕੰਡਹੈਂਡ
surajwal,ਸੂਰਜਵਾਲ
dharamsaina,ਧਰਮਸੈਨਾ
khaled,ਖ਼ਾਲਿਦ
monier,ਮੋਨਿਅਰ
biology,ਬਾਇਲੋਜੀ
sakutla,ਸਕੁਤਲਾ
bhatakde,ਭਟਕਦੇ
shanifir,ਸ਼ਨੀਫਿਰ
proosheea,ਪਰੂਸ਼ੀਆ
microsystems,ਮਾਈਕਰੋਸਿਸਟਮਜ਼
skymers,ਸਕਾਈਮਰਸ
kaddowal,ਕੱਦੋਵਾਲ
pretorian,ਪ੍ਰੇਟੋਰੀਅਨ
kolgarh,ਕੋਲਗੜ੍ਹ
fanjai,ਫੰਜਾਈ
lache,ਲਾਚੇ
muhli,ਮੁਹਲੀ
restored,ਰੀਸਟੋਰਡ
susaita,ਸੁਸਾਇਟਾ
pgdfc,ਪੀਜੀਡੀਐੱਫਸੀ
dharumal,ਧਰੂਮਲ
ahome,ਅਹੋਮ
deposit,ਡਿਪੌਜ਼ਿਟ
eugic,ਯੂਜਿਕ
chattopadhya,ਚਟੋਪਾਧਿਆ
fawti,ਫਾਵਟੀ
agangement,ਅਗੇਂਜਮੈਂਟ
blanheim,ਬਲੈਨਹੇਮ
compowdable,ਕੰਪਾਉਡੇਬਲ
feelding,ਫੀਲਡਿੰਗ
marst,ਮਾਰਸਟ
sanjhukat,ਸੰਝੁਕਤ
weldman,ਵੈਲਡਮੈਨ
rattlesnakes,ਰੈਟਲਸਨੇਕਸ
pantental,ਪੈਂਟੈਂਟਲ
venticular,ਵੈਂਟੀਕੁਲਰ
namkal,ਨਾਮਕਲ
vagela,ਵਾਗੇਲਾ
gallaudet,ਗੈਲਾਡੈੱਟ
bagocha,ਬਗੋਚਾ
jaisankar,ਜੈਸੰਕਰ
unsaturated,ਅਨਸੈਚੁਰੇਟੇਡ
alguna,ਅਲਗੁਨਾ
jhugian,ਝੁੱਗੀਆਂ
cormack,ਕੋਰਮੈਕ
ishkan,ਇਸ਼ਕਾਂ
ecolocation,ਈਕੋਲੋਕੇਸ਼ਨ
sasandi,ਸਸੰਦੀ
ashmita,ਅਸ਼ਿਮਤਾ
bahavalpuriye,ਬਹਾਵਲਪੁਰੀਏ
charlstown,ਚਾਰਲਸਟਾਉਨ
agiapal,ਆਗਿਆਪਾਲ
passwordan,ਪਾਸਵਰਡਾਂ
paiskalan,ਪੈਸਕਲਾਂ
sarpanches,ਸਰਪੰਚਜ਼
himmati,ਹਿੰਮਤੀ
glomorarium,ਗਲੋਮੋਰੇਰਿਅਮ
palraj,ਪਾਲਰਾਜ
threshold,ਥ੍ਰੈਸ਼ੋਲਡ
ottmans,ਓਟਮੈਨਸ
sikhhana,ਸਿੱਖਣਾ
basiaan,ਬਸੀਆਂ
pechis,ਪੇਚਿਸ
polycystitis,ਪੋਲੀਸੀਸਟਾਈਟਿਸ
constantine,ਕਾਂਸਟੰਟੀਨ
killim,ਕਿੱਲੀਮ
toxisology,ਟੌਕਸੀਸੋਲੌਜੀ
yaeri,ਯੈਰੀ
giankosh,ਗਿਆਨਕੋਸ਼
jhunjla,ਝੁੰਜਲਾ
narpura,ਨਰਪੁਰਾ
safarash,ਸਫਾਰਸ਼
parezi,ਪਰੇਜ਼ੀ
vavel,ਵਾਵੇਲ
bharihoke,ਭਰੀਹੋਕ
kumarputra,ਕੁਮਾਰਪੁੱਤਰ
satwanti,ਸਤਵੰਤੀ
chapkaun,ਚਪਕਾਉਣ
andriani,ਐਂਡਰਿਆਨੀ
unique,ਅਨੋਖੀ
litigative,ਲਿਟੀਗੇਟਿਵ
viswe,ਵਿਸਵੇ
vajayege,ਵਜਾਏਗੇ
alegzandrian,ਅਲੈਗਜ਼ੈਂਡਰੀਆਂ
quints,ਕੁਇੰਟਸ
aspirin,ਐੱਸਪਰੀਨ
landerman,ਲੈਂਡਰਮੈਨ
bhadaku,ਭੜਾਕੂ
sandiali,ਸੰਡਿਆਲੀ
kubha,ਕੁਭਾ
paidais,ਪੈਦਾਇਸ
vekhaiaan,ਵੇਖਾਈਆਂ
lisp,ਲਿਸਪ
ehe,ਏਹੇ
aapnikar,ਆਪਣੀਕਾਰ
jaasa,ਜਾਸਾ
colino,ਕੋਲੀਨੋ
maryann,ਮੈਰੀਆਨ
javseer,ਜਵਸੀਰ
jodin,ਜੋਡਿਨ
spokesprasan,ਸਪੋਕਸਪ੍ਰਸਨ
kabutarkhana,ਕਬੂਤਰਖ਼ਾਨਾ
britannic,ਬ੍ਰਿਟੈਨਿਕ
manohaj,ਮਨੋਹਜ
paunha,ਪਾਉਣਾ
kodungalur,ਕੋਡੂੰਗਲੂਰ
punarsamikhya,ਪੁਨਰਸਮੀਖਿਆ
walmikinagar,ਵਾਲਮਿਕੀਨਗਰ
nirware,ਨਿਰਵਾਰੇ
tabadi,ਤਬਾਦੀ
netvork,ਨੈੱਟਵਰਕ
gurjaij,ਗੁਰਜਾਇਜ
dispage,ਡਿਸਪੇਜ
oupgrahiaan,ਉਪਗ੍ਰਹਿਆਂ
biviaan,ਬੀਵੀਆਂ
castrol,ਕੈਸਟ੍ਰੋਲ
hiberno,ਹਾਈਬਰਨੋ
dujana,ਦੁਜਾਣਾ
morchaband,ਮੋਰਚਾਬੰਦ
limosin,ਲਿਮੋਸਿਨ
subai,ਸੂਬਾਈ
atticus,ਅਟਿਕਸ
sized,ਸਾਈਜ਼ਡ
sambhirta,ਸੰਭੀਰਤਾ
charakhi,ਚਰਖੀ
pioorkoraj,ਪਿਊਰਕੋਰਾਜ
kutumba,ਕੁਟੁੰਬਾ
sacharu,ਸਚਾਰੂ
pranli,ਪ੍ਰਣਲੀ
uktal,ਉਕਤਲ
laadaan,ਲਾਦਾਂ
khaain,ਖਾਈਂ
castru,ਕਾਸਟਰੂ
selingites,ਸੈਲਿੰਗਾਈਟਸ
indersingh,ਇੰਦਰਸਿੰਘ
sukhsimrat,ਸੁਖਸਿਮਰਤ
nakamariha,ਨਾਕਾਮਰਿਹਾ
purkhian,ਪੁਰਖਿਆਂ
bangalmadh,ਬੰਗਾਲਮੱਧ
rupinder,ਰੁੂਪਿੰਦਰ
jainifer,ਜੈਨੀਫਰ
pilits,ਪਿਲਿਟਸ
valelokan,ਵਾਲੇਲੋਕਾਂ
choirul,ਚੋਇਰੁਲ
ambato,ਅੰਬਾਟੋ
tinted,ਟਿੰਟੇਡ
apiday,ਅਪੀਡੇ
wictiper,ਵਿਕਟੀਪਰ
satwinderpal,ਸਤਵਿੰਦਰਪਾਲ
ksca,ਕੇਐਸਸੀਏ
prbhavkarkan,ਪ੍ਰਭਾਵਕਾਰਕਾਂ
ringbi,ਰਿੰਗਬੀ
lodaeeae,ਲੋੜੀਏ
ohoman,ਓਹੋਮੈਨ
pichhion,ਪਿਛਿਓਂ
karurkaram,ਕਰੂਰਕਰਮ
explosives,ਐਕਸਪਲੋਸਿਵਜ਼
sanil,ਸਨਿਲ
upbaldhata,ਉਪਬਲਧਤਾ
bujhave,ਬੁਝਾਵੇ
ghudkiaan,ਘੁੜਕੀਆਂ
footbook,ਫੁੱਟਬੁੱਕ
kadakampally,ਕਦਾਕਮਪੱਲੀ
dysplasia,ਡਿਸਪਲਾਸੀਆ
discoms,ਡਿਸਕਾਮਸ
pikai,ਪਿਕਾਈ
samajnirdharit,ਸਮਾਜਨਿਰਧਾਰਿਤ
jafri,ਜਾਫ਼ਰੀ
naokal,ਨਾਓਕਲ
pandra,ਪੰਦਰਾ
ailania,ਐਲਾਨਿਆ
habitet,ਹੈਬੀਟੈੱਟ
seronwala,ਸੇਰੋਂਵਾਲਾ
nangloi,ਨਾਂਗਲੋਈ
bilkuth,ਬਿਲਕੁਠ
kaimarga,ਕੈਮਰਗਾ
panauli,ਪਨੌਲੀ
kidrgarten,ਕਿਡਰਗਾਰਟਨ
flores,ਫ਼ਲੋਰਸ
sanklecha,ਸੰਕਲੇਚਾ
injin,ਇੰਜਿਨ
vikalpakalajkalekale,ਵਿਕਲਪਕਾਲਜਕਾਲੇਕਾਲੇ
gonsal,ਗੋਂਸਲ
harbakhsh,ਹਰਬਖ਼ਸ਼
parivarik,ਪਰਿਵਾਰਿਕ
potong,ਪੋਟੌਂਗ
rasat,ਰਸਤ
charaun,ਚਰਾਉਣ
nongban,ਨੌਂਗਬਨ
kahilaunde,ਕਹਿਲਾਉਂਦੇ
sankramit,ਸੰਕ੍ਰਮਿਤ
gurchint,ਗੁਰਚਿੰਤ
bhaimardana,ਭਾਈਮਰਦਾਨਾ
ramgobin,ਰਾਮਗੋਬਿਨ
wij,ਵਿਜ਼
maurisville,ਮੌਰਿਸਵਿਲੇ
ayunda,ਆਉਦਾਂ
recorder,ਰਿਕਾਰਡਰ
vino,ਵਿਨੋ
propakaari,ਪਰੋਪਕਾਰੀ
ajantha,ਅਜੰਠਾ
musapur,ਮੁਸਾਪੁਰ
kasrakse,ਕਸਰਕਸੇ
noons,ਨੂਨਜ਼
yohor,ਯੋਹੋਰ
digegi,ਡਿਗੇਗੀ
taidee,ਟੈਡੀ
vigghan,ਵਿੱਘਣ
varahun,ਵਰਾਹੁਣ
vastran,ਵਸਤਰਾਂ
jabare,ਜਬੜੇ
confersing,ਕਾਨਫਰਸਿੰਗ
radiotherapy,ਰੇਡੀਓਥੈਰੈਪੀ
bahujivi,ਬਹੁਜੀਵੀ
viguche,ਵਿਗੁਚੇ
vekhbahut,ਵੇਖਬਹੁਤ
sukumi,ਸੁਕੁਮੀ
turank,ਤੁਰੰਕ
langhati,ਲੰਘਾਤੀ
gitanzali,ਗੀਤਾਂਜ਼ਲੀ
vinhphuc,ਵਿਨਫੁੱਕ
ramendu,ਰਾਮੇਂਦੂ
zeradei,ਜ਼ੇਰਾਦੇਈ
charjai,ਚਾਰਜਾਈ
dhakshahiaan,ਧੱਕਸ਼ਾਹੀਆਂ
teak,ਟੀਕ
biomarkers,ਬਾਇਓਮਾਰਕਰਜ਼
suptavajrasana,ਸੁਪਤਵਰਜਾਸਨ
parsid,ਪ੍ਰਸੀਦ
solihul,ਸੋਲੀਹੁਲ
jasnurpreet,ਜਸਨੂਰਪ੍ਰੀਤ
olpaid,ਓਲਪੇਡ
ramkishan,ਰਾਮਕਿਸ਼ਨ
kharasa,ਖਰਾਸਾ
janraksha,ਜਨਰਕਸ਼ਾ
sancho,ਸੈਂਚੋ
need,ਨੀਡ
karseviyan,ਕਾਰਸੇਵੀਆਂ
jivandani,ਜੀਵਨਦਾਨੀ
neuropathlogist,ਨਿਊਰੋਪੈਥਲੋਜਿਸਟ
mujahire,ਮੁਜਾਹਿਰੇ
hajwane,ਹਜਵਾਨੇ
ochhotak,ਓਛੋਟਕ
marlean,ਮਾਰਲੀਅਨ
sulfates,ਸਲਫੇਟਸ
wellness,ਵੈਲਨੈੱਸ
titaning,ਟਾਈਟਨਿੰਗ
apples,ਐਪਲੈੱਸ
camerin,ਕੈਮਰੀਨ
jihle,ਜਿਲ੍ਹੇ
goldar,ਗੋਲਦਾਰ
anantham,ਅਨੰਤਮ
beetishnan,ਬੀਟਿਸ਼ਨਾਂ
nilseen,ਨਿਲਸੀਨ
datarnuma,ਦਾਤਰਨੁਮਾ
playfong,ਪਲੇਅਫੌਂਗ
valcor,ਵੈਲਕੋਰ
srukhdev,ਸ੍ਰੁਖਦੇਵ
kamyabta,ਕਾਮਯਾਬਤਾ
ferryman,ਫੈਰੀਮੈਨ
mamite,ਮਾਮਾਈਟ
anopia,ਅਨੋਪਿਆ
dukhauna,ਦੁਖਾਉਣਾ
marathoner,ਮੈਰਾਥਨਰ
murdean,ਮੁਰਦਿਆਂ
impressive,ਇਮਪ੍ਰੈਸਿਵ
mukbool,ਮੁਕਬੂਲ
stockholm,ਸਟਾਕਹੋਲਮ
ands,ਐਂਡਜ਼
saomi,ਸਾਓਮੀ
immunoglobulin,ਇਮਿਊਨੋਗਲੋਬੁਲਿਨ
oxport,ਆਕਸਪੋਰਟ
creambell,ਕਰੀਮਬੈੱਲ
moby,ਮੋਬੀ
aasami,ਆਸਾਮੀ
ludinde,ਲੁੜੀਂਦੇ
sussen,ਸੁਸੇਨ
khon,ਖੋਂ
rupeja,ਰੁਪੇਜਾ
arshal,ਅਰਸ਼ਾਲ
satpinder,ਸਤਪਿੰਦਰ
gurtu,ਗੁਰਟੂ
panelment,ਪੈਨਲਮੈਂਟ
murwatti,ਮੁਰਵੱਤੀ
kairuana,ਕੈਰੂਆਨਾ
mirchiurn,ਮਿਰਚਿਉਰਨ
aparthal,ਅਪਾਰਥਲ
sangrahiti,ਸੰਗ੍ਰਹਿਤੀ
oberg,ਓਬਰਗ
malalai,ਮਲਾਲਈ
khandewale,ਖੰਡੇਵਾਲੇ
gdu,ਜੀਡੀਯੂ
microterios,ਮਾਈਕਰੋਟੇਰੀਓਸ
prudy,ਪ੍ਰੂਡੀ
painlan,ਪੈਨਲਾਂ
senators,ਸੀਨੇਟਰਸ
alekjander,ਅਲੈਕਜੈਂਡਰ
bogewala,ਬੋਗੇਵਾਲਾ
marlena,ਮਾਰਲੇਨਾ
barretto,ਬਾਰੇਤੋ
anitu,ਅਨੀਤੂ
operandi,ਆਪਰੈਂਡੀ
finglipling,ਫਿੰਗਲਿਪਲਿੰਗ
bolegi,ਬੋਲੇਗੀ
hafmiller,ਹਾਫਮਿਲਰ
adhinsath,ਅਧੀਨਸਥ
blaken,ਬਲੈਕਨ
soumini,ਸੌਮਿਨੀ
ethirppu,ਏਤੀਰਿੱਪੂ
clockhouse,ਕਲੌਕਹਾਊਸ
modernism,ਮਾਡਰਨਿਜਮ
bampanthiyan,ਬਾਮਪੰਥੀਆਂ
palte,ਪਲਤੇ
chokcherry,ਚੋਕਚੇਰੀ
pratashak,ਪ੍ਰਤਾਸ਼ਕ
fladders,ਫਲੈਡਰਸ
naujvan,ਨੌਜਵਾਨ
gajner,ਗਜਨੇਰ
kaprihaan,ਕਪੜਿਆਂ
pramatma,ਪ੍ਰਮਾਤਮਾ
golipops,ਗੋਲੀਪੌਪਸ
hongyan,ਹੋਂਗਯਾਨ
ravaunda,ਰਵਾਉਂਦਾ
arben,ਅਰਬੇਨ
dorane,ਦੋਰਾਨੇ
pulticin,ਪਲਟੀਸਿਨ
launhard,ਲੌਨਹਾਰਡ
manappuram,ਮਨਾਪੁਰਮ
gradient,ਗ੍ਰੇਡੀਐਂਟ
malds,ਮਾਲਡਸ
majumdaar,ਮਜੁਮਦਾਰ
swarovki,ਸਵਰੋਵਕੀ
labradite,ਲੈਬਰਾਡਾਇਟ
lymphoblastic,ਲਿੰਫੋਬਲਾਸਟਿਕ
mubrakwad,ਮੁਬਰਾਕਵਾਦ
rakiaan,ਰਕਿਆਂ
electrohomeupathy,ਇਲੈਕਟ੍ਰੋਹੋਮਿਊਪੈਥੀ
compoter,ਕੰਪੋਟਰ
jimhdari,ਜਿਮ੍ਹਦਾਰੀ
manmafik,ਮਨਮਾਫਿਕ
baichlr,ਬੈਚਲਰ
karthyayani,ਕਾਰਥਯਾਨੀ
bandaga,ਬੰਦਗਾ
karooban,ਕਰੂਬਾਂ
plasses,ਪਲਾਸਾਂ
aboriginal,ਐਬੋਰਿਜਨਲ
kotgangu,ਕੋਟਗੰਗੂ
nizar,ਨਿਜ਼ਾਰ
dhuja,ਧੂਜਾ
hodan,ਹੋਦਾਂ
nimbisidin,ਨਿੰਬੀਸੀਡੀਨ
asfi,ਏਐਸਐਫਆਈ
vidat,ਵਿਦਾਤ
adikkebaaz,ਅੜਿੱਕੇਬਾਜ਼
viaakarnkar,ਵਿਆਕਰਣਕਾਰ
stammeror,ਸਟੈਮਰਰ
vahandi,ਵਹਾਂਦੀ
ghaniaan,ਘਣਿਆਂ
hayley,ਹੈਲੀ
bujhe,ਬੁਝੇ
niyami,ਨਿਯਮੀ
hotley,ਹੌਟਲੀ
canciate,ਕੈਂਸਿਏਟ
arhart,ਅਰਹਾਰਟ
dopan,ਡੋਪਾਂ
tazuraba,ਤਜ਼ੁਰਬਾ
rinzash,ਰਿੰਜ਼ਸ਼
anagram,ਐਨਾਗਰਾਮ
saadniaan,ਸਾੜਨੀਆਂ
geolite,ਜਿਓਲਾਈਟ
kirkner,ਕਿਰਕਨਰ
intima,ਇੰਟਿਮਾ
splider,ਸਪਲਾਈਡਰ
akda,ਅਕੜਾ
sukhchainiaa,ਸੁਖਚੈਨੀਆ
dovegi,ਦੋਵੇਗੀ
kadodara,ਕਡੋਦਰਾ
brit,ਬ੍ਰਿਟ
shukracharia,ਸ਼ੁਕਰਾਚਾਰੀਆ
khalaaf,ਖਲਾਫ
shog,ਸ਼ੋਗ
khapaat,ਖਪਾਤ
mullankan,ਮੁੱਲਾਂਕਣ
kalsaura,ਕਲਸੌਰਾ
kotwalio,ਕੋਟਵਾਲੀਓ
dietitian,ਡਾਇਟੀਟੀਅਨ
icandi,ਆਈਕੈਂਡੀ
katauti,ਕਟੌਤੀ
kenda,ਕੇਂਡਾ
promoting,ਪ੍ਰਮੋਟਿੰਗ
inakalab,ਇਨਕਲਾਬ
pabbde,ਪੱਬੜੇ
tanushi,ਤਾਨੂਸ਼ੀ
hotar,ਹੋਟਰ
cpf,ਸੀਪੀਐੱਫ
samikhiakan,ਸਮੀਖਿਅਕਾਂ
pentata,ਪੇਂਟਾਟਾ
catmint,ਕੈਟਮਿੰਟ
traveler,ਟ੍ਰੈਵਲਰ
tohri,ਤੋਹਰੀ
ivanovo,ਇਵਾਨੋਵੋ
sadin,ਸਾਦਿਨ
chaubdaran,ਚੌਬਦਾਰਾਂ
upbhogkartavan,ਉਪਭੋਗਕਰਤਾਵਾਂ
sujho,ਸੂਝੋ
achanakmar,ਅਚਾਨਕਮਾਰ
dastevezan,ਦਸਤੇਵੇਜ਼ਾਂ
thrilling,ਥ੍ਰਿਲਿੰਗ
sangathnatamak,ਸੰਗਠਨਾਤਮਕ
minaullah,ਮੀਨਾਉੱਲਾ
tortion,ਟੌਰਸ਼ਨ
fariaadiaan,ਫ਼ਰਿਆਦੀਆਂ
shanuu,ਸਾਨੂ
fibroblast,ਫਾਇਬਰੋਬਲਾਸਟ
bhulavan,ਭੁਲਾਵਣ
davariaan,ਦਵਾਰੀਆਂ
csis,ਸੀਐੱਸਆਈਐੱਸ
khadaan,ਖਾਦਾਂ
steps,ਸਟੈਪਸ
tyrosonine,ਟਾਈਰੋਸੋਨਾਈਨ
calagot,ਕੈਲਾਗੌਟ
gauga,ਗੌਗਾ
tolawalian,ਤੋਲਾਵਾਲੀਆਂ
karajvai,ਕਾਰਜਵਾਈ
inbi,ਇਨਬੀ
sedwich,ਸੇਡਵਿਚ
betesarak,ਬੇਟੇਸਰਕ
sancture,ਸੈਂਚਰ
histimate,ਹਿਸਟਿਮੇਟ
budesonide,ਬੁਡੇਸੋਨਾਈਡ
satyaprakash,ਸਤਯਪ੍ਰਕਾਸ਼
akdag,ਅਕਦਾਗ਼
janovic,ਜਾਨੋਵਿਚ
khaande,ਖਾਂਦੇ
roscaledy,ਰੋਸਕੇਲਡੀ
kalaimiaan,ਕਲੈਮਿਆਂ
garup,ਗਰੁੱਪ
stramberg,ਸਟ੍ਰਾਮਬਰਗ
aaipyed,ਆਈਪੈਡ
bbd,ਬੀਬੀਡੀ
arrenzer,ਅਰੇਨਜ਼ਰ
chestgner,ਚੇਸਟਗਨਰ
khoont,ਖੂੰਟ
happlers,ਹੈਪਲਰਜ਼
bajhauni,ਬਝਾਉਣੀ
konkona,ਕੋਂਕਨਾ
sahiyogan,ਸਹਿਯੋਗਾਂ
compressoran,ਕੰਪਰੈਸਰਾਂ
tafkif,ਤਫਕੀਫ
panpadiaan,ਪਨਪਦੀਆਂ
chakliaan,ਚਕਲੀਆਂ
bhuleri,ਭੁਲੇਰੀ
sebran,ਸੇਬਰਾਂ
vachega,ਵਚੇਗਾ
bejbarua,ਬੇਜਬਰੂਆ
lanak,ਲਾਨਕ
arabne,ਅਰਬਨੇ
zippering,ਜ਼ਿੱਪਰਿੰਗ
carreriller,ਕੈਰੇਰਿਲਰ
gulfood,ਗਲਫੂਡ
kathfode,ਕਠਫੋੜੇ
rajmi,ਰਾਜਮੀ
reflector,ਰਿਫਲੇਕਟਰ
balwandan,ਬਲਵੰਡਾਂ
filiba,ਫਿਲਿਬਾ
husamuddin,ਹੁਸਾਮੂਦੀਨ
barvinder,ਬਰਵਿੰਦਰ
yatimkhana,ਯਤੀਮਖਾਨਾ
gigawatt,ਗੀਗਾਵਾਟ
sporangiaan,ਸਪੋਰੰਗੀਆਂ
darap,ਦਰਪ
neobium,ਨੀਓਬੀਅਮ
geysers,ਗੀਜ਼ਰਜ਼
jeevanandham,ਜੀਵਾਨੰਦਮ
prostate,ਪ੍ਰਾਸਟੇਟ
diktoor,ਡਿਕਟੂਰ
charaydev,ਚਰਾਯਦੇਵ
bhasheshwarnath,ਭਾਸ਼ੇਸ਼ਵਰਨਾਥ
khazala,ਖਜ਼ਾਲਾ
nanotechnology,ਨੈਨੋਟੈਕਨਾਲੌਜੀ
bodyboarder,ਬਾਡੀਬੋਰਡਰ
premal,ਪ੍ਰੇਮਲ
blaggan,ਬਲੱਗਣ
kolhiawali,ਕੋਲ੍ਹਿਆਵਾਲੀ
anashwan,ਅਨਾਸ਼ਵਾਨ
hardtack,ਹਾਰਡਟੈਕ
bpand,ਬੀਪੀਐਂਡ
finnial,ਫਿੰਨੀਅਲ
headbits,ਹੈੱਡਬਿਟਸ
boroscope,ਬੋਰੋਸਕੋਪ
hiranmay,ਹਿਰਣਮਯ
ppis,ਪੀਪੀਆਈਐੱਸ
rakhnnaa,ਰੱਖਣਾ
centablasting,ਸੈਂਟਬਲਾਸਟਿੰਗ
jamparak,ਜੰਪਰਕ
baape,ਬਾਪੇ
fazal,ਫੈਜ਼ਲ
manchuria,ਮਨ੍ਚੂਰਿਆ
nazdiki,ਨਜ਼ਦੀਕੀ
okroshakh,ਓਕਰੋਸ਼ਾਖ
jugadu,ਜੁਗਾੜੂ
winfrey,ਵਿਨਫ੍ਰੇ
marnaran,ਮਾਰਨਾਰਾਂ
compositionan,ਕੰਪੋਜੀਸ਼ਨਾਂ
raant,ਰਾਂਤ
multispecialty,ਮਲਟੀਸਪੈਸ਼ਿਲਿਟੀ
leftinent,ਲੈਫਟੀਨੇਂਟ
unthsar,ਉਂਠਸਰ
mahmudpur,ਮਹਿਮੁਦਪੁਰ
ankganan,ਅੰਕਗਣਨ
decaleration,ਡੀਕੇਲਰੇਸ਼ਨ
peasants,ਪੀਜੈਂਟਸ
ahinstent,ਅਹਿੰਸਟੈਂਟ
lalitha,ਲਲਿਤ
majusi,ਮਜੂਸੀ
