sharda,شاردا
auligoleen,اولیگولین
anbank,انبنک
fasadah,فسادہ
dekhnawaghairah,دیکھناوغیرہ
khagindra,کھاگیندرا
yaadkark,یادکرک
dabinak,دبینک
wanchali,وانچلی
pobiner,پوبینر
hijkichan,ہجکچان
mukhfim,مخفم
zafarbalti,ظفربلتی
aromal,ارومل
tolenarance,ٹالینرنس
shathmalaath,مشتملات
shenstraits,شینسٹریٹس
cinelsa,سنیلسا
japilil,جپیلیل
airoros,ایروروس
sulfifink,سلفیفنک
alsalvedor,السلویڈور
electromoto,الیکٹروموٹو
shoharnahi,شوہرنہی
aankado,آنکڑو
warsiwapar,ورسیواپر
beloteli,بیلوٹیلی
gunyawaghairah,گنیاوغیرہ
polynomelial,پالینومیلیل
augumrah,اوگمراہ
lahorcricket,لاہورکرکٹ
worknal,ورکنال
entelgengetor,انٹیلجنجٹر
aabihaat,آبیہات
sniture,سنیچر
lishtenberg,لشٹنبرگ
ocreto,اوکریٹو
graphing,گرافنگ
fawaloro,فوالورو
headquartrcopress,ہیڈکوارٹرکاپریس
tawesh,تویش
shamsiona,شمسیونا
nemotod,نیموٹوڈ
behtarbata,بہتربتا
andosarkar,اندوسرکار
sankikanto,سنکیکنٹو
autogragration,آٹوگراگریشن
morpi,مورپی
singlo,سنگلو
financero,فینانسرو
alazu,العضو
qadarteez,قدرتیز
callipasterdo,کیلیپاسٹرڈو
gunsha,گنشا
bedwani,بیدوانی
mirsaal,مرسال
embers,ایمبرز
rinder,ریندر
brojects,بروجیکٹس
exporting,اکسپورٹنگ
veligidara,ویلیگیدارا
obercream,اوبرکریم
damsaz,دمساز
adelipeda,ایڈیلیپیڈا
fladlifia,فلاڈلیفیا
manandghabrakirhanpat,مانندگھبراکرہانپت
bordepshower,بورڈپشاور
kardzali,کردزالی
makhbazoon,مخبروں
torbisht,توربشت
deoskin,ڈیوسکن
yaksuri,یکسوری
teknokrayt,ٹیکنوکریٹ
bharporsikoreti,بھرپورسیکوریٹی
hindotoprem,ہندوتوپریم
rondarsangh,روندرسنگھ
wadwelopment,وڈویلپمنٹ
capasca,کیپاسکا
tajpush,تاجپوش
nichodbhi,نچوڑبھی
zalkafeel,زلکفیل
dochhaap,دوچھاپ
mesorio,میسوریو
flyig,فلائنگ
delbolt,ڈیلبولٹ
nahija,نہیجا
yobuglo,یوبگلو
goft,گوفٹ
ustanah,استانہ
hunger,ہنگر
wabarafbari,وبرفباری
karliata,کرلیاتا
conditionerchal,کنڈیشنرچل
pampido,پمپیدو
baarek,باریک
rashar,رشر
chhapamar,چھاپامار
dunhat,دنہت
mavree,ماوری
nahadatarqi,نہادترقی
arduhamari,اردوہماری
wamazalim,ومظالم
chandradiwa,چندردیوا
rematologist,ریمیٹولوجسٹ
miniamistin,مینیامسٹین
banadiyatamam,بنادیاتمام
khasarwawar,خسرواور
hawaziya,ہوازیہ
rojishan,روجشن
almanqab,المنقب
qalboni,قلبونی
glostershar,گلوسٹرشر
parbatasak,پربتاسک
genua,جنیوا
mankaralhadis,منکرالحدیث
taalbaat,طالبات
acetaminophen,ایسیٹومائنوفین
shayaan,شایان
vachishtia,وچشتیہ
zarkasar,زرکسر
aurbarmahal,اوربرمحل
commiter,کمیٹر
dingans,ڈنگنس
makrakhan,مکرکھن
kasaji,کساجی
fehriya,فہریہ
kyaspan,کیاسپن
promotrik,پروموٹرک
aayunin,آیونین
zinoo,زینوں
aurbiano,اوربیانو
smuglerpehlo,اسمگلرپہلو
saaming,سامنگ
pohchaein,پہنچائیں
andarbeen,اندربین
parmatman,پرماتمن
abkamari,ابکماری
kalpanashelta,کلپناشیلتا
grahardfester,گرہارڈفیسٹر
jadsarkari,جڑسرکاری
saidrahmat,سیدرحمت
paisilium,پیسیلیم
symptism,سمپٹزم
aurtakneshin,اورتکنیشین
lewa,لیوا
federiol,فیڈریول
tharang,تھرنگ
elisother,ایلیسوتھر
raqiqi,رقیقی
mokuf,مؤقف
yateemon,یتیموں
physicsto,فزیکسٹو
hosher,ہوشر
gonilah,گونیلہ
kazardari,کازرداری
wadiyamandar,ودیامندر
guatimalah,گواتیمالہ
koliyazma,کولیازما
tardidkarti,تردیدکرتی
conectect,کنیکٹیکٹ
taqribasbhu,تقریباسبھو
ordeta,اورڈیٹا
konamkin,کونمکین
residents,ریزیڈنٹس
aizazjiti,اعزازجیتی
almees,المیس
laniwal,لانیوال
barpadh,بارپڑھ
kaparji,کاپرجی
ahalkana,اہلکانہ
pogasfavi,پوگاسفوی
tafseersalf,تفسیرسلف
leadoz,لیڈوز
ventelatorki,ونٹیلیٹرکی
wakhadmaat,وخدمات
kyasandah,کیاسندہ
seyasta,سیاستہ
kakirdari,کاکرداری
relshan,ریلشن
abresh,ابریش
bornin,بورنین
bamanzori,بمنظوری
kashmeerseel,کشمیرسیل
pagaly,پگلی
mamudiyah,معمودیہ
sadarmanohar,صدرمنوہر
jugnal,جگنل
colmatnah,کولمٹنہ
haryunish,ہریونش
paidahojan,پیداہوجان
fatin,فطین
tajwana,تجوانا
tadakti,تڑکتی
jisahindomazhab,جیساہندومذہب
bashnocharn,بشنوچرن
maujudkamzurio,موجودکمزوریو
yamoror,یمورور
nalbha,نلبھا
starnorki,اسٹارنورکی
matnaya,متنایا
parpanjoqta,پرپنجوقتہ
shusha,شوشا
aurmaniyata,اورمانیتا
jayae,جائے
infenates,انفینیٹس
felomina,فیلومینا
karsanjidah,کرسنجیدہ
pleskin,پلیسکن
brunotia,برونوٹیا
newsbrefing,نیوزبریفنگ
fotana,فوٹانا
gonsalz,گونسلز
ponijah,پونیجہ
kibrareen,کبرارین
hathiyarbant,ہتھیاربنت
raghiyah,راغیہ
katyoshiro,کاتیوشیرو
levika,لیویکا
sandbeen,سندبین
charmed,چارمڈ
kareznoth,کاریزنوتھ
mazidfarogh,مزیدفروغ
astardadkhinchan,استردادکھینچن
tohingamah,توہنگامہ
wajiih,وجیہ
nokaraan,نوکران
gremume,گریمیوم
applolo,ایپلولو
danteel,دانتیل
mutaseera,متاثرہ
rupino,روپینو
jaldbaldi,جلدبلدی
seclarocesus,سیکلروسیسس
pargayarah,پرگیارہ
juliter,جولیٹر
lomistry,لومسٹری
prestbolen,پریسٹبولن
kokiyahuva,کوکیاہوا
nartiyotsu,نرتیوتسو
conectects,کنیکٹیکٹس
gabeeb,گبیب
joshana,جوشانہ
kawaghwaki,کواغواکی
silsalom,سلسلوم
akhtiyarteel,اختیارتیل
wajudawarbaqaki,وجوداوربقاکی
meliyali,میلیالی
disbuted,ڈسبیوٹیڈ
prosesinging,پروسیسنگنگ
anemisian,انیمیشن
relest,ریلیسٹ
aurmazidayak,اورمزیدایک
yastari,یستری
kawadhorachhodan,کوادھوراچھوڑن
trapino,ٹریپینو
chalyabansk,چلیابنسک
afsarbarabar,افسربرابر
qaraqoom,قراقوم
mozah,موضح
tandulkarkosal,تندولکرکوسال
tehreergara,تحریرگرا
bulfropalogy,بلفروپالوجی
dehluri,دہلوری
qamralhasan,قمرالحسن
aulbarkat,اولبرکات
leonardodi,لیونارڈوڈی
waridhaman,وریدھمن
ajrajas,اجراجس
amreekakuskhat,امریکاکوسخت
crosraction,کروسریکشن
andikh,اندیکھ
harvinder,ہرویندر
chisp,چسپ
izharamam,اظہرامام
alasimi,العسیمی
panjabaki,پنجابکی
paycheedgion,پیچیدگیوں
aurtuanamilk,اورتواناملک
fernonics,فرنونکس
akawntant,اکاونٹنٹ
aurameertimoor,اورامیرتیمور
scansesi,اسکینسیسی
gharbib,غربیب
raazing,رازنگ
wakshadgi,وکشادگی
khudkashana,خودکشانہ
khamirahi,خمیرہی
yastesh,یستیش
prostruster,پروسٹرسٹر
rengert,رینجرٹ
aurjaspreet,اورجسپریت
melitonin,میلیٹونن
yangson,یانگسن
manenko,منینکو
maririka,مریریکا
funmi,فنمی
josam,جوسام
parkhudbi,پرخودبی
crusterso,کرسٹرسو
constantinona,کونسٹنٹینونا
pesna,پیسنا
aarakishan,آراکشن
walashkari,والاشکاری
tangwah,تنگوہ
milyoran,ملیورن
parwayi,پروئی
mavanti,ماونتی
generatorgeneral,جنریٹرجنرل
andarbabari,اندربابری
parmega,پرمیگا
meteri,میٹری
tekwa,ٹیکوا
ankamandro,انکمندرو
manfardmahsulat,منفردمحصولات
bashidcha,باشدچہ
benjing,بینجنگ
dunyakhud,دنیاخود
aljanvi,الجنوی
tarpishah,ترپیشہ
almazurin,المعذورین
pahyaghuman,پہیاگھمان
farsakh,فرسخ
revakund,ریواکنڈ
shiwag,شیواگ
walacoat,والاکوٹ
metilica,میٹیلیکا
bhartandu,بھارتندو
rasmekar,رسمیکر
gochland,گوچلینڈ
domessa,ڈومیسا
dendraj,ڈینڈراج
buraheen,براہین
wascript,واسکرپٹ
charodiwari,چارودیواری
meesaki,میثاق
lenomorphous,لینومورفس
weleniston,ویلینسٹن
sandrambal,سندرامبل
gentlemen,جنٹلمین
pharmastical,فارماسٹیکل
nateej,نتیج
phephdio,پھیپھڑیو
digarmara,دیگرمارا
tadadi,توڑدی
chaanpi,چانپی
yagrench,یاگرینچ
balwaya,بلوایا
orparamedics,اورپیرامیڈکس
klinkz,کلنکز
qaleej,قلیج
streming,اسٹریمنگ
calculator,کیلکولیٹر
masayel,مسایل
zeemi,زیمی
domazahir,دومظاہر
aurpratkaleef,اورپرتکلیف
jayensobai,جائیںصوبائی
muazah,موعظہ
andarki,اندرکی
shamsheerba,شمشیربہ
bamrit,بمریت
newyorkita,نیویارکتا
kokubandkardiyagaya,کوکوبندکردیاگیا
afzul,افضول
bhatkadi,بھٹکادی
nathna,ناتھنا
chashmako,چشمکو
marizam,مریزم
mardbirozgar,مردبیروزگار
makmalkaran,مکملکرن
baharu,بہارو
ghairsarkari,غیرسرکاری
khaibarkhebar,خیبرخیبر
sandarbani,سندربنی
anjaran,انجرن
aproxy,اپراکسی
mujthadi,مجتھدی
ghabrayahuwatha,گھبرایاہواتھا
sankyonks,سنکیونکس
happapace,ہیپاپیس
baseemi,بسیمی
adhiokta,ادھیوکتا
waholding,وہولڈنگ
rozkaram,روزکرم
badbuaarahi,بدبوآرہی
wahdood,وحدود
nibatne,نبٹنے
bandlapali,بندلاپلی
shanosh,شنوش
alrawani,الروانی
sorsagar,سورساگر
melholand,میلہولینڈ
cropoderder,کروپوڈرڈر
misterchingaar,مسٹرچنگار
mahri,مہری
klatheel,کلاتھیل
bezwas,بیزواس
mahajirzadah,مہاجرزادہ
buzanjwawarmahmodkhan,بزنجواورمحمودخان
aurkokan,اورکوکن
ziyadhamuqabla,زیادہمقابلہ
yazsi,یزسی
nadrala,ندرالا
teachershaziah,ٹیچرشازیہ
albinos,البینوس
warbreams,واربریمز
terriber,ٹیریبر
shamaarandkaari,شمارندکاری
jodnacha,جوڑناچا
taghizadah,تغیزادہ
safarwal,سفروال
legenton,لیجنٹن
paighamri,پیغمری
arakwaniya,اراکوانیا
arbitarkhala,آربیٹرخلا
gehsna,گہسنا
tejwinder,تیجویندر
yoliyang,یولیانگ
qanqal,قنقل
bisment,بسمنٹ
gorkol,گورکول
kospasky,کوسپاسکی
kachhocha,کچھوچھا
sarfarazbaloch,سرفرازبلوچ
garmandiya,گرمنڈیا
pahunchajasak,پہونچاجاسک
lansoswadis,لنسوسوادس
cotonium,کوٹونیم
humarihi,ہماریہی
qaidraha,قیدرہا
thajahan,تھاجہاں
naasirah,ناصرہ
seutical,سیوٹیکل
mufanz,مفنز
camerilasores,کیمریلاسورس
kakyamaqsad,کاکیامقصد
walolam,ولولم
rencencition,رینسنسیشن
pakrishdat,پاکرشدت
kargarsalamati,کارگرسلامتی
washafah,وشفہ
naadiya,نادیا
laposamini,لپوسامینی
khantal,کھنٹل
andong,اندونگ
asnaal,اثنال
paidki,پیدکی
thoreks,تھوریکس
albatan,البطان
paidogrola,پیدوگرولا
groza,گروزا
huakorok,ہواکوروک
giraftarkarchaki,گرفتارکرچکی
baishtarkampaniya,بیشترکمپنیا
holofacin,ہولوفیسن
nqshe,نقش
nofulter,نوفلٹر
capsage,کیپسیج
bashaurhogia,باشعورہوگیا
gojoonj,گوجونج
perdomenin,پرڈومینین
mubahasa,مباحثہ
anthropologist,اینتھروپولوجسٹ
hajrothrapi,ہجروتھراپی
bhupur,بھوپور
isteqbaliyaa,استقبالیہ
kaswaki,کاسواکی
transdermal,ٹرانسڈرمل
lahorbadshah,لاہوربادشاہ
montsery,مانٹسری
senthia,سینتھیا
concocap,کنکوکیپ
batharos,بتھروس
auragarab,اوراگراب
jonkar,جونکر
nehdah,نہدہ
modrok,موڈروک
batayahir,بتایاہر
mubarkabah,مبارکبہ
shorashon,شورشوں
alsaqafat,الثقافات
deletional,ڈیلیشنل
alsiyaad,الصیاد
nahmeeyah,نحمیاہ
janbadarka,جانبدارکا
amaldar,عملدار
dokamrah,دوکمرہ
gasterturage,گیسٹرچریج
agramnarah,اگرمنارہ
zakshamerio,زکشمیریو
choolastaani,چولستانی
hamarkaab,ہمرکاب
merchant,مرچینٹ
jotirah,جوتیرہ
choglah,چوگلہ
barshamali,برشمالی
persinia,پرسینیا
samewa,سمیوا
jahaaji,جہازی
mojudantijah,موجودنتیجہ
podwadkoj,پوڈواڈکوج
chhapanapura,چھپاناپورا
wahafazah,وحفظہ
lamfi,لمفی
convant,کنوانٹ
markarpani,مارکرپانی
luckweadity,لکویڈٹی
parwaqia,پرواقعہ
biabano,بیابانو
steegri,سٹیگری
tempora,ٹیمپورا
mokhalfeen,مخالفین
jareeri,جریری
jagahka,جگہکا
jahgado,جہگڑو
langarka,لنگرکا
hodaj,ہودج
bolmash,بولمش
toghanch,توغنچ
badaari,بداری
zelioni,زیلیونی
bajwasana,بجواسن
matubah,مطوبہ
abualmuani,ابوالمعانی
yaalghafor,یاالغفور
habbering,ہیبرنگ
publisto,پبلسٹو
pantinine,پینٹینین
shahpurk,شاہپورک
theeser,تیسیر
ranana,رنانا
hinderwana,ہندروانہ
likhmeer,لکھمیر
satambarbhi,ستمبربھی
nazrandazkarna,نظراندازکرنا
shahnab,شاہناب
naeroli,نیرولی
perfilmayagaya,پرفلمایاگیا
vahvah,وہواہ
istikhran,استخران
batwaldo,بٹوالڈو
fisco,فسکو
hasnaa,حسنہ
rozawatar,روزاوٹر
jaasi,جاسی
fasolamina,فاسولامینا
bahawalpurzandah,بہاولپورزندہ
parmashrot,پرمشروط
ahistaa,آہستہ
traulta,ٹراولٹا
alanmo,الانمو
bachargi,بچارگی
kashmirkumot,کشمیرکوموت
teramasio,ٹیرامیسیو
abernesa,ابرنیسا
bhubesh,بھوبیش
korkaran,کورکران
hashmeen,ہاشمین
tontan,ٹونٹن
tackling,ٹیکلنگ
rescucenter,ریسکیوسینٹر
parkh,پرکھ
parwahiya,پرواہیا
aurzabeed,اورزبید
dhawan,دھون
kalpuri,کالپوری
natees,نتیس
shaand,شاند
dafnya,دفینہ
profesarchandrashikhar,پروفیسرچندرشیکھر
padgiyah,پڑگیاہ
muqadsar,مقدسر
leaderpkarna,لیڈرپکارنا
trunds,ٹرنڈس
presharka,پریشرکا
corporters,کارپورٹرز
zaidpurbarah,زیدپوربارہ
electromagnetical,الیکٹرومیگنیٹیکل
basalmah,باسلمہ
banajachaka,بناجاچکا
wanlan,ونلن
resalo,رسالو
nagparah,ناگپارہ
gailaab,گیلاب
waarnaar,وارنار
shahazuddin,شہازالدین
rajsogram,راجسوگرام
tajawazas,تجاوزس
izharfazal,اظہرفاضل
parcheza,پرچیزا
baknala,بکنالا
adsensor,ایڈسنسر
damwaslati,دمواصلاتی
gazaye,غذائے
masduron,مزدوروں
renfrosha,رینفروشا
parthiak,پارتھیاک
geotrope,جیوٹروپ
letardo,لیٹارڈو
cheepega,چیپیگا
milzik,ملزک
riyavant,ریاونت
paragocoal,پیراگوکول
doghairmuslim,دوغیرمسلم
dodkasks,ڈوڈکاسکس
jamilal,جمیلال
palonegro,پالونیگرو
nargal,نارگل
jamle,جاملے
aelanat,اعلانات
gukdi,گکڑی
jahadkarna,جہادکرنا
qanonsan,قانونسن
lobsts,لابسٹس
alsarz,السرز
imping,امپنگ
kobehtarbanayajasak,کوبہتربنایاجاسک
paighambaraman,پیغمبرامن
warfter,وارفٹر
hunderman,ہنڈرمن
thamutlib,تھامطلب
aithwalogio,ایتھوالوجیو
kahirgaz,کاہرگز
bactrorwa,بیکٹروروا
chargers,چارجرس
sadramarnath,صدرامرناتھ
kosgavi,کوسگوی
subfilary,سبفیلری
wadigarlog,ودیگرلوگ
megazino,میگازینو
dectioneries,ڈکشنریز
mufarqar,مفرقر
teutrologist,ٹیوٹرولوجسٹ
istakhbari,استخباری
raghunandan,راگھونندن
dehkila,دہکیلا
sankeek,سنکیک
kisochi,کیسوچی
mahangeel,مہنگیل
tantimeen,تنطیمین
brekguzte,بریکگزٹ
andromeda,اینڈرومیڈا
sarkesi,سرکیسی
paidakarnatha,پیداکرناتھا
huperpersons,ہیوپرپرسنس
chamsyoreen,چمسیورین
aursumo,اورسومو
magroveena,مگروینا
bazaharaik,بظاہرایک
masudpar,مسعودپر
bandarkot,بندرکوٹ
alzarqali,الزرقلی
choz,چوز
chapman,چیپمین
renawari,ریناوری
shajariyahajr,شجریاحجر
wafaar,وفار
janurvi,جنوروی
strognass,سٹروگناس
seena,سینا
thesenio,تھیسینیو
nazaraap,نظرآپ
daudnewala,دوڑنےوالا
autfold,آٹفولڈ
boligo,بولیگو
dobotama,ڈوبوٹاما
chawahidi,چواہدی
atnaa,اتنا
thatawagarpak,تھاتواگرپاک
itehadkiyathatab,اتحادکیاتھاتب
tasweerbhiji,تصویربھیجی
metrojet,میٹروجیٹ
slorstar,سلورسٹار
bagitar,بگیتر
doranmareem,دورانمریم
galinopurmi,گالینوپورمی
abusuleman,ابوسلمان
jeethney,جیتنے
chhaad,چھاڑ
provisburso,پرویزبرسو
kasharki,کاشرکی
potopri,پوٹوپری
shikarhoniwali,شکارہونیوالی
khanchi,کھنچی
shagarwal,شگروال
tasavartuheedriyast,تصورتوحیدریاست
parmarjat,پرمرجات
nikarbhi,نکاربھی
fidyaa,فدیہ
catherendal,کیتھرینڈل
rafkanz,رفکنز
kawabtadami,کوابتدامی
daramadkuweqeeni,درامدکویقینی
sahjool,سہجول
kartipur,کرتیپور
armane,ارمنی
dadpur,دادپور
polular,پولولر
plodery,پلوڈری
jodarbari,جودرباری
dastursazanuma,دستورسازنما
samekrawalar,سمیکراولر
mankarakhtam,منکرختم
angogora,اینگوگورا
chhonpan,چھونپن
sarfarej,سرفریج
brockets,براکٹس
hartsheer,ہارٹشیر
personin,پرسنین
panveer,پنویر
harri,ہیری
bekhabari,بیخبری
pisg,پسگ
kojasmi,کوجسمی
tablighio,تبلیغیو
jorashahr,جوراشہر
karsaktay,کرسکتے
alsaqlin,الثقلین
sasrhazrat,سسرحضرت
theslavnika,تھسلاونیکا
arthotical,آرتھوٹیکل
rahogai,رہوگے
shimali,شمالی
pedrups,پیڈرپس
arean,عریاں
tholos,تھولوس
paroxina,پیروکسینا
zainjanthropa,زینجنتھروپا
konshanal,کونشنل
bulandkiyagayah,بلندکیاگیاہ
doyagajdhar,دویاگجدھر
