aajolik,আজলিক
mrityudondore,মৃত্যুদণ্ডৰে
reite,ৰেইটে
bhikhon,ভিখন
champiram,চম্পিৰাম
xomadrita,সমাদৃতা
pithatu,পিঠাটো
hervest,হাৰ্ভেষ্ট
keitupal,কেইটোপাল
futpathorpora,ফুটপাথৰপৰা
xomanota,সমানতা
anjuma,আঞ্জুমা
xoriri,শৰীৰি
chitibusxomuhot,চিটিবাছসমূহত
opohoronkando,অপহৰণকাণ্ড
aarombhonir,আৰম্ভণিৰ
borigaont,বৰিগাঁৱত
borjatrixokole,বৰযাত্ৰীসকলে
nasunor,নাচোনৰ
styletute,ষ্টাইলটোতে
buddhimotta,বুদ্ধিমত্তা
bhangiba,ভাঙিবা
khadyobilak,খাদ্যবিলাক
basere,বাছেৰে
ingrajiloiu,ইংৰাজীলৈও
aakinchone,আকিঞ্চনে
oxangskritik,অসাংস্কৃতিক
northot,নৰ্থত
lorur,লৰুৰ
portelotu,পৰ্টেলতো
lukotantrik,লোকতান্ত্ৰিক
nikun,নিকুন
habibuddin,হবিবুদ্দিন
dondiram,দণ্ডিৰাম
nisagrostho,নিচাগ্ৰস্থ
paljor,পালজৰ
goruhalot,গৰুহালত
prowexpothor,প্রৱেশপথৰ
mohilagorakike,মহিলাগৰাকীকে
benu,বেনো
jigorakir,জিগৰাকীৰ
texbook,টেক্সবুক
wamule,ৱামূলে
pisaror,পিচাৰৰ
bikile,বিকিলে
khalinge,খালিঙে
khetrototu,ক্ষেত্ৰততো
bhebaseka,ভেবাচেকা
karadand,কাৰাদাণ্ড
xongmondol,সংমণ্ডল
prannaxor,প্রাণনাশৰ
miniman,মিনিমান
gronthoihe,গ্রন্থইহে
factoryt,ফেক্টৰীত
belegorpora,বেলেগৰপৰা
matixoho,মাটিসহ
obhyaxxomuh,অভ্যাসসমূহ
barondat,বাৰণ্ডাত
kosaripara,কছাৰীপাৰা
byakhyai,ব্যাখ্যাই
dhopdhop,ধপধপ
durbhikhye,দুর্ভিক্ষে
toluakhonot,তলুৱাখনত
soturdoxotom,চতুৰ্দশতম
tohotoku,তহঁতকো
byowosthabureu,ব্যৱস্থাবোৰেও
nisane,নিচানে
conistoboljonu,কনিষ্টবলজনো
bigyanmonoskotak,বিজ্ঞানমনস্কতাক
andulonote,আন্দোলনতে
bikhyubholoi,বিক্ষোভলৈ
protibadkolpe,প্রতিবাদকল্পে
tosodduk,তচদ্দুক
nabhabene,নাভাবেনে
ottalikat,অট্টালিকাত
ingsum,ইংচুম
khuliya,খুলীয়া
gremtut,গ্ৰেমটোত
probondhotir,প্রবন্ধটিৰ
pratohkalor,প্ৰাতঃকালৰ
poridorxone,পৰিদৰ্শনে
esameu,এচামেও
ojirnota,অজীৰ্ণতা
puhpal,পোহপাল
manuburor,মানুবোৰৰ
jyotiu,জ্যোতিও
bohujonei,বহুজনেই
soubibox,চৌবিবশ
hritwik,হৃত্বিক
gorxunyo,গঁড়শূন্য
elij,এলিজ
borha,বঢ়া
warking,ৱাৰ্কিং
sansolyore,চাঞ্চল্যৰে
lokhmir,লক্ষ্মীৰ
kormos,কৰ্মচ
dutaru,দুটাৰো
khirai,খিৰাই
thaneswari,থানেশ্বৰী
eipine,এইপিনে
ronghangpir,ৰংহাংপীৰ
xanta,শান্তা
ogrogoni,অগ্ৰগণী
kajirongai,কাজিৰঙাই
saridini,চাৰিদিনি
mithunor,মিথুনৰ
proxonggotei,প্ৰসংগতেই
owotaronau,অৱতাৰণাও
hupar,হোঁপাৰ
utxobote,উৎসৱতে
nosim,নছিম
xomaluchonau,সমালোচনাও
dukhjonokbhabe,দুখজনকভাৱে
sikaru,চিকাৰো
nathxoho,নাথসহ
pamkhonoru,পামখনৰো
kajolgaonr,কাজলগাঁৱৰ
maibongor,মাইবঙৰ
melaru,মেলাৰো
radharaman,ৰাধাৰমন
prowexikar,প্রৱেশিকাৰ
harboror,হাৰ্বৰৰ
sainath,চাইনাথ
poripurnobhabe,পৰিপূর্ণভাৱে
xonglisto,সংলিষ্ট
thomkibo,থমকিব
ketelina,কেটেলিনা
biruda,বিৰোদা
proharu,প্ৰহাৰো
jomunamukhbaxi,যমুনামুখবাসী
xaxokdolor,শাসকদলৰ
prostawoke,প্রস্তাৱকে
thuluke,থুলুকে
gulokgonjor,গোলকগঞ্জৰ
rajdorbaror,ৰাজদৰবাৰৰ
rajpot,ৰাজপত
raxokolnikbhok,ৰাসকলনিকভক
julima,জুলিমা
dhuisu,ধুইছোঁ
lomar,লমাৰ
aamontronito,আমন্ত্ৰণিত
udondo,উদণ্ড
strickland,ষ্ট্ৰিকলেণ্ড
moldwar,মলদ্বাৰ
paisegoihe,পাইছেগৈহে
poloxot,পলসত
artisto,আৰ্টিষ্ট
godorej,গদৰেজ
indication,ইণ্ডিকেশ্যন
bhojar,ভজাৰ
binaisil,বিনাইছিল
ritushree,ৰিতুশ্ৰী
bridhawosthak,বৃদ্ধাৱস্থাক
bhabanubad,ভাবানুবাদ
pingolesworor,পিংগলেশ্বৰৰ
biswobid,বিশ্ববিদ
karenghorot,কাৰেংঘৰত
jonaheten,জনাহেঁতেন
khitkhitoni,খিটখিটনি
dergaont,ডেৰগাঁৱত
udyugikikoronor,ঔদ্যোগিকীকৰণৰ
xonmuhoni,সন্মোহনী
satriniwaxot,ছাত্ৰীনিৱাসত
madalbari,মাদালবাৰী
abortoloi,আৱর্তলৈ
bojuwatu,বজোৱাতো
aagdinare,আগদিনাৰে
bikorxok,বিকৰ্ষক
gaamor,গামৰ
bolothe,বলতহে
bhisake,ভিছাকে
koutukpurno,কৌতুকপূর্ণ
dubosore,দুবছৰে
molake,মলাকে
abirbhabo,আৱিৰ্ভাব
rajyabhixek,ৰাজ্যাভিষেক
dadhora,দাধৰা
trajidituwe,ত্ৰাজিদিটোৱে
moholau,মহলাও
muivak,মুইভাক
asolparat,আচলপাৰাত
xunaighulit,সোণাইঘুলিত
barbati,বাৰবাটী
owoxistokhiniu,অৱশিষ্টখিনিও
sarontola,চাৰণতলা
arbitere,আৰ্বিটাৰে
patrovede,পাত্রভেদে
pahoronito,পাহৰণিত
axabadok,আশাবাদক
pharmacyste,ফাৰ্মাচিষ্টে
uwali,ওৱালী
kamuribo,কামুৰিব
dristihina,দৃষ্টিহীনা
kandobureu,কাণ্ডবোৰেও
pothoruwa,পথৰুৱা
lafikule,লাফিকুলে
mokordhwoj,মকৰধ্বজ
sromikobirudhi,শ্রমিকবিৰোধী
olou,অলৌ
xombondhotur,সম্বন্ধটোৰ
rontur,ৰণ্টুৰ
punimai,পুনিমাই
totei,ততেই
gho,ঘোঁ
protipholonu,প্ৰতিফলনো
xatadhik,শাতাধিক
likhonire,লিখনিৰে
konoujor,কনৌজৰ
proxongxaprapto,প্ৰশংসাপ্ৰাপ্ত
speciality,স্পেচিয়েলিটি
pitripokhyor,পিতৃপক্ষৰ
bogoritur,বগৰীটোৰ
namotokor,নামটকৰ
nowol,নৱল
nimilil,নিমিলিল
borpathori,বৰপাঠৰী
jesibire,জেচিবিৰে
begomxoho,বেগমসহ
morzadat,মৰ্যাদাত
bodol,বদল
dhormantorkoron,ধৰ্মান্তৰকৰণ
xotyanwexi,সত্যান্বেষী
satabari,চাতাবাৰী
hosche,হচ্ছে
upodrobot,উপদ্রৱত
banipurot,বাণীপুৰত
aaidebeu,আইদেৱেও
mohatarkaxokolok,মহাতাৰকাসকলক
brindabonchondro,বৃন্দাবনচন্দ্ৰ
nirdexonaxomuhu,নির্দেশনাসমূহো
ghugar,ঘোগাৰ
sobikhonotkoi,ছবিখনতকৈ
bitorkou,বিতৰ্কও
onugyapotrou,অনুজ্ঞাপত্ৰও
sinthetik,চিন্থেটিক
orpika,অৰ্পিকা
uttormerur,উত্তৰমেৰুৰ
xuniyei,শুনিয়েই
frebruaryr,ফ্ৰেব্ৰুৱাৰীৰ
tinikhonotkoi,তিনিখনতকৈ
xajun,সাজোন
iuloi,ইউলৈ
udwritto,উদ্বৃত্ত
kormokortaxokolor,কৰ্মকৰ্তাসকলৰ
jotei,যতেই
modilar,মডিলাৰ
porikhyake,পৰীক্ষাকে
spitelkhonor,স্পিটেলখনৰ
bonhonxi,বনহংসী
kagojwalai,কাগজৱালাই
jadukoror,যাদুকৰৰ
khedba,খেদবা
bikoi,বিকৈ
koilaxoloi,কৈলাসলৈ
parjo,পার্য
dokhyinancholor,দক্ষিণাঞ্চলৰ
aahbanere,আহ্বানেৰে
bonaute,বনাওঁতে
loghima,লঘিমা
kanaibojarot,কানাইবজাৰত
xongkatu,শংকাটো
charkolot,চার্কলত
aakhorasthito,আখৰাস্থিত
nogabator,নগাবাটৰ
guruprasad,গুৰুপ্ৰসাদ
tapmatrai,তাপমাত্রাই
glovesot,গ্লোভছত
moulikbhabe,মৌলিকভাৱে
aakise,আকিছে
byotha,ব্যথা
bumoni,বুমণি
bixale,বিশালে
koratkoi,কৰাতকৈ
nixade,নিশাদে
daktorjone,ডাক্তৰজনে
laskar,লস্কৰৰ
hupa,হোঁপা
tejuddipto,তেজোদ্দীপ্ত
murpati,মূৰপাতি
xunitkuworor,শোণিতকোঁৱৰৰ
xenehen,সেনেহেন
sthagito,স্থাগিত
acidere,এচিডেৰে
mohoh,মহঃ
kamtuke,কামটোকে
naiki,নাইকী
monxukh,মনসুখ
tarangapur,তাৰাংগাপুৰ
manoniu,মাননিও
kahaniu,কাহানিও
oxurobodhor,অসুৰবধৰ
ekuloike,একোলৈকে
taltola,তালতলা
unbuilt,আনবিল্ট
niyomonitir,নিয়মনীতিৰ
aramere,আৰামেৰে
mrigendra,মৃগেন্দ্ৰ
mukhopatroi,মুখপাত্ৰই
owosthaloike,অৱস্থালৈকে
utpottistholor,উৎপত্তিস্থলৰ
borakoloi,বৰাকলৈ
bikaxoku,বিকাশকো
jaluksdrix,জালুকসদৃশ
kakotothe,কাকততহে
mikchito,মিকচিত
addastholi,আড্ডাস্থলী
bodyguardor,বডিগাৰ্ডৰ
protarok,প্রতাৰক
ojoyok,অজয়ক
ejoneekoi,এজনীকৈ
lokhipur,লখিপুৰ
dijij,ডিজিজ
sokrobotir,চক্ৰৱতীৰ
prokhondor,প্রখণ্ডৰ
porishrut,পৰিশ্ৰুত
sinakan,চিনাকান
drujaror,দ্ৰোজাৰৰ
juberor,জুবেৰৰ
bhaurai,ভাউৰাই
ogin,অগিন
mudoijanor,মুদৈজানৰ
furabo,ফুৰাব
dcl,ডিচিএল
veriduj,ভেৰিদোজ
logtu,লগটো
khilonjiyaxokolor,খিলঞ্জীয়াসকলৰ
nogabhumit,নগাভূমিত
palinetaxokolok,পালিনেতাসকলক
hitadhikari,হিতাধিকাৰী
dakhilokloi,দাখিলকলৈ
ussedit,উচ্ছেদিত
hotaxak,হতাশাক
ligiribari,লিগিৰীবাৰী
ononyar,অনন্যাৰ
koutuholjonit,কৌতূহলজনিত
romez,ৰমেজ
holote,হলতে
poradhinota,পৰাধীনতা
dohmukutor,দহমুকুতৰ
xomadhikaror,সমাধিকাৰৰ
doronga,দৰঙা
xunarame,সোণাৰামে
pathorkhulat,পাথৰখোলাত
aahbantu,আহবানটো
hordinge,হৰ্ডিঙে
khorogpure,খৰগপুৰে
biproi,বিপ্ৰই
baramura,বাৰামুৰা
onusthonate,অনুষ্ঠনাতে
ibonok,ইবনক
jarkot,জাৰ্কত
alukchitro,আলোকচিত্ৰ
purupbarit,পুৰুপবাৰীত
unnaxikotar,উন্নাসিকতাৰ
dinbondhu,দীনবন্ধু
isiji,ইছিজি
purbawolukon,পূর্বাৱলোকন
pagol,পাগল
gitter,গিটাৰৰ
keiprokaror,কেইপ্ৰকাৰৰ
byowosthatuhe,ব্যৱস্থাটোহে
bigyaponhe,বিজ্ঞাপনহে
aamontronmulok,আমন্ত্ৰণমূলক
trainingot,ট্ৰেইনিঙত
epbidhe,এপবিধে
energyr,এনাৰ্জিৰ
dhowone,ধৱনে
xongibrindor,সংগীবৃন্দৰ
bartho,বাৰ্থ
torapatere,তৰাপাতেৰে
soraihagit,চৰাইহাগীত
kakotigaon,কাকতিগাওঁ
lukexokole,লোকেসকলে
xobhyoxokole,সভ্যসকলে
crowsor,ক্ৰাউছৰ
premorei,প্ৰেমৰেই
mbeloi,ম্বেলৈ
xompottikhiniu,সম্পত্তিখিনিও
thokkoror,থক্কৰৰ
diwalir,দিৱালীৰ
torkot,তৰ্কত
porimane,পৰিমাণে
marathaxokol,মাৰাঠাসকল
urisyaloi,উৰিষ্যালৈ
maaterei,মাতেৰেই
gaatere,গাতেৰে
emericak,এমেৰিকাক
ondhre,অন্ধ্রে
ronkhetror,ৰণক্ষেত্ৰৰ
xontorok,সন্তৰক
poridorxokjonor,পৰিদৰ্শকজনৰ
sotropotik,ছত্ৰপতিক
grenadtu,গ্রেনেডটো
corrective,কৰেক্টিভ
rewotimuhon,ৰেৱতীমোহন
projujyo,প্রযোজ্য
oku,অকু
xabolilbhabe,সাবলিলভাৱে
kereng,কেৰেং
okarjyokhyom,অকাৰ্য্যক্ষম
aagordorei,আগৰদৰেই
horkantor,হৰকান্তৰ
dhanpur,ধানপুৰ
johoror,জহৰৰ
branxok,ব্ৰান্সক
xugriwoloiu,সুগ্রীৱলৈও
bulahe,বোলাহে
eskep,এচকেপ
pranahuti,প্রাণাহুতি
encrypted,ইনক্ৰিপ্টেড
kolakhetrot,কলাক্ষেত্রত
jatrakalor,যাত্রাকালৰ
lombhe,লম্ভে
selenggurit,চেলেংগুৰীত
futim,ফুটিম
bondhubur,বন্ধুবোৰ
karikorire,কাৰিকৰীৰে
avenger,এভেঞ্জাৰ
napalei,নাপালেই
xoschotaru,সচ্ছতাৰো
xihotbur,সিহঁতবোৰ
bohiragoto,বহিঃৰাগত
lukokoloi,লোককলৈ
eike,এইকে
suwalijake,ছোৱালীজাকে
uloma,ওলমা
spostorupe,স্পষ্টৰূপে
otikendrik,অতিকেন্দ্ৰিক
nauboisat,নাওবৈচাত
monubhongir,মনোভংগীৰ
bhosohu,ভচহু
dhumketur,ধূমকেতুৰ
kubaikota,কোবাইকটা
xonsalikak,সঞ্চালিকাক
dhoronok,ধৰণক
steelere,ষ্টীলেৰে
korimhe,কৰিমহে
gopalbozar,গোপালবজাৰ
soturthodinau,চতুৰ্থদিনাও
bollovbhai,বল্লভভাই
aahoronotkoi,আহৰণতকৈ
ghotonati,ঘটনাটি
rohinga,ৰহিংগা
jonaleu,জনালেও
tohbil,তহবিল
babulal,বাবুলাল
bokultolbaxir,বকুলতলবাসীৰ
dewolal,দেৱোলাল
nepalikhuti,নেপালীখুঁটি
khondapukhuri,খন্দাপুখুৰী
odhikhyokrupe,অধীক্ষকৰূপে
mohakabyor,মহাকাব্যৰ
rekhau,ৰেখাও
bipokhyok,বিপক্ষক
atorabor,আঁতৰাবৰ
ataikejonor,আটাইকেজনৰ
nuwaram,নোৱাৰাম
kusxokolok,কোঁচসকলক
nirole,নিৰলে
dibadei,দিবাদেই
xopunu,সপোনো
doctorel,ডক্টৰেল
farmoke,ফাৰ্মকে
projatantrik,প্ৰজাতান্ত্ৰিক
bostrok,বস্ত্রক
jakoikhon,জাকৈখন
tematur,টেমাটোৰ
nisinakoi,নিচিনাকৈ
