fusharun,फुशारुन
mulyankanapramane,मूल्यांकनाप्रमाणे
karnyasathichahi,करण्यासाठीचाही
itrica,इट्रिका
varyahsah,वाऱ्याहसह
upasatana,उपसताना
agarwale,अगरवाले
mavechya,मावेच्या
prastavpathavu,प्रस्तावपाठवू
konakonavar,कोणाकोणावर
pattyaa,पट्ट्या
shrenyannusar,श्रेण्यांनुसार
internetbabat,इंटरनेटबाबत
kantratdarakade,कंत्राटदाराकडे
vadilasman,वडिलासमान
okawaks,ओकावक्स
senratne,सेनरत्ने
paryatanmoolya,पर्यटनमूल्य
dukalinehi,दुकलीनेही
rasata,रसता
hattvapurna,हत्त्वपूर्ण
bubbulavar,बुब्बुळावर
selmadhun,सेलमधून
gmch,जीएमसीएच
gomantakiyashi,गोमंतकीयाशी
hovave,होवावे
patelannach,पटेलांनाच
kasimchi,कासीमची
sasurvadikade,सासुरवाडीकडे
sakarnyacha,साकरण्याचा
newzealandtarfe,न्यूझीलंडतर्फे
kalpanenehi,कल्पनेनेही
avagunu,अवगुणू
dhanyajiryachi,धण्याजिऱ्याची
barjarsarkhech,बर्जरसारखेच
bolelele,बोलेलेले
yavanansathi,यवनांसाठी
piramkhanachi,पिरमखानाची
maharogane,महारोगाने
pendyache,पेंद्याचे
vayomaryadenantar,वयोमर्यादेनंतर
umbaj,उंबज
mukhyalyasamor,मुख्यल्यासमोर
rankireddy,रँकिरेड्डी
atulbabanna,अतुलबाबांना
smitahasyayukt,स्मितहास्ययुक्त
naruche,नारूचे
yathal,याथल
vakilanmadhyech,वकिलांमध्येच
rithadia,रिठाडिया
navalkumar,नवलकुमार
meeratchya,मीरतच्या
pradarshanabaddalache,प्रदर्शनाबद्दलचे
bollywoodkaranwar,बॉलीवूडकरांवर
sarvmahiti,सर्वमाहिती
rajkaranabahercha,राजकारणाबाहेरचा
griffen,ग्रिफेन
balvananchya,बलवानांच्या
mornig,मॉर्निग
pennet,पेनेट
bandipasoon,बंदीपासून
contacare,कॉन्टाकेअर
mirmadhye,मीरमध्ये
prasasanane,प्रसासनाने
kulambula,कुळंबुला
nimbalaksah,निंबळकसह
dnyandevi,ज्ञानदेवी
samarthanaparyant,समर्थनापर्यंत
nagarsevikanna,नगरसेविकांना
kaveriappa,कावेरीअप्पा
longistic,लॉंजिस्टिक
malhotrabarobaril,मल्होत्राबरोबरील
cantermadhun,कॅन्टरमधून
parisarasah,परिसरासह
amerikechehi,अमेरिकेचेही
maykalmadhil,मायकलमधील
binbudachi,बिनबुडाची
premannad,प्रेमांनद
dehas,देहास
lasikaranantargat,लसीकरणांतर्गत
cashchya,कॅशच्या
gharannach,घरांनाच
shetisalla,शेतीसल्ला
takalyachihi,टाकल्याचीही
latnyapasun,लाटण्यापासून
swachchatasaptah,स्वच्छतासप्ताह
fattar,फत्तर
homeshop,होमशॉप
brahi,ब्राही
aapatalit,आपटलीत
shiralele,शिरलेले
virodhabhasanna,विरोधाभासांना
antyasamayidekheel,अंत्यसमयीदेखील
karmavarun,कर्मावरुन
rajnathsinhancha,राजनाथसिंहांचा
nagaravaril,नगरावरील
srushtitale,सृष्टीतले
kudchedkaranni,कुडचेडकरांनी
andhanukaranamule,अंधानुकरणामुळे
badoniya,बदोनिया
chiradanyacha,चिरडण्याचा
fupo,फुपो
lokannahe,लोकांनाहे
nedunchezhiyan,नेदुंचेझियान
vipuchihi,विपुचीही
aalandicharani,आळंदीचरणी
shasannirnayanvaye,शासननिर्णयान्वये
shabdpravas,शब्दप्रवास
hindutvasobatach,हिंदुत्वासोबतच
madigeri,मडीगेरी
kutani,कुटानी
adhirajyala,अधिराज्याला
curfew,कर्फ्यु
paluskar,पलुसकर
burjis,बुरजीस
nusatach,नुसतच
upkarnanmadhil,उपकरणांमधील
khopardi,खोपर्डी
phulanyapurvi,फुलण्यापूर्वी
pedhyachahi,पेढ्याचाही
bapoosaheb,बापूसाहेब
patavalele,पटवलेले
kasotinchi,कसोटींची
tapasatanache,तपासतानाचे
nirkhi,निरखी
karyalayastaravar,कार्यालयस्तरावर
lajirvanya,लाजीरवाण्या
anvastrambaddalche,अण्वस्त्रांबद्दलचे
lonmadhil,लोनमधील
aambehaldach,आंबेहळदच
beimaniche,बेईमानीचे
pardarshaktekade,पारदर्शकतेकडे
mitramandalit,मित्रमंडळीत
ghatanannadekhil,घटनांनादेखील
jaravidnyan,जराविज्ञान
nasanvaril,नसांवरील
blackboxmadhun,ब्लॅकबॉक्समधून
greeche,ग्रीचे
kookche,कूकचे
kendrakamadhye,केंद्रकामध्ये
vagairenchihi,वगैरेंचीही
kanakdasanchya,कनकदासांच्या
sukshmadarshakasaha,सूक्ष्मदर्शकासह
hallyapoorvicha,हल्ल्यापूर्वीचा
kakaporacha,काकापोराचा
midvitatahi,मिळवितातही
tyabadalyatach,त्याबदल्यातच
mainampati,मैनामपती
hatkavale,हटकवले
thandavyasathi,थंडाव्यासाठी
yolkapasoon,योलकापासून
kustivir,कुस्तिवीर
vanyajeevakadun,वन्यजीवाकडून
shankutlala,शंकुतलाला
biopsycha,बायोप्सीचा
attyadhik,अत्त्याधिक
kushtharogapiditanchi,कुष्ठरोगपीडितांची
palangayla,पलंगायला
mantralayamule,मंत्रालयामुळे
kanthavark,कांथावर्क
vajatahi,वाजतही
paps,पॅप्स
vyavharasambandhi,व्यवहारासंबंधी
pushpabhadra,पुष्पभद्रा
gotrachi,गोत्राची
mahattvane,महत्त्वाने
galimadhil,गालीमधील
bairstone,बेअरस्टोने
fekoon,फेकून
atharachya,अठराच्या
andajinyat,अंदाजिण्यात
jiregav,जिरेगाव
shailjachya,शैलजाच्या
zopalelyach,झोपलेल्याच
sanshayitankadun,संशयीतांकडून
surrogated,सरोगेटेड
allada,अल्लाडा
shyevati,श्येवटी
swasthatasadhanarth,स्वस्थतासाधनार्थ
bardapurkaranni,बर्दापूरकरांनी
bahurupyasarkhe,बहुरूप्यासारखे
avchatanna,अवचटांना
rupyantach,रूपयांतच
dujaro,दुजारो
makardhokada,मकरधोकडा
shairif,शैरीफ
panjabsthit,पंजाबस्थित
pathologistavina,पॅथॉलॉजिस्टविना
pranyakade,प्राण्याकडे
krantishivay,क्रांतीशिवाय
idichya,इडीच्या
balyancha,बाल्यांचा
baharayach,बहरायच
virgulyasathi,विरगुळ्यासाठी
niklesh,निकलेश
shahikhanyat,शाहीखान्यात
ajamavanyache,अजमावण्याचे
rugnalayavarhi,रुग्णालयावरही
tevhapasoonchya,तेव्हापासूनच्या
vadalasamor,वादळासमोर
chitkavalela,चिटकवलेला
shuddhikaranala,शुद्धिकरणाला
mehler,मेहलर
trutiyanshach,तृतीयांशच
pretdeh,प्रेतदेह
samajkaranala,समाजकारणाला
vatahukumababat,वटहुकुमाबाबत
hackerane,हॅकरेन
aadnyapile,आज्ञापिले
gruhmantripadasathi,गृहमंत्रिपदासाठी
dimakhdarpane,दिमाखदारपणे
mananvar,मानांवर
charshech,चारशेच
ratchnock,रॅचनॉक
chanderivar,चंदेरीवर
